year,week,rank,title,author,publisher,description
2001,2001-03-25,1,1ST TO DIE,James Patterson,NA,NA
2001,2001-03-25,2,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-03-25,3,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-03-25,4,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-03-25,5,A DAY LATE AND A DOLLAR SHORT,Terry McMillan,NA,NA
2001,2001-03-25,6,EDGE OF DANGER,Jack Higgins,NA,NA
2001,2001-03-25,7,THE MARK,Tim LaHaye and Jerry B. Jenkins,NA,NA
2001,2001-03-25,8,THE FIRST COUNSEL,Brad Meltzer,NA,NA
2001,2001-03-25,9,THE VENDETTA DEFENSE,Lisa Scottoline,NA,NA
2001,2001-03-25,10,MYSTIC RIVER,Dennis Lehane,NA,NA
2001,2001-03-25,11,A DARKNESS MORE THAN NIGHT,Michael Connelly,NA,NA
2001,2001-03-25,12,HIDDEN PASSIONS,Alice Alfonsi,NA,NA
2001,2001-03-25,13,PLAIN JANE,Fern Michaels,NA,NA
2001,2001-03-25,14,FROM THE CORNER OF HIS EYE,Dean Koontz,NA,NA
2001,2001-03-25,15,KRONDOR: Tear of the Gods,Raymond E. Feist,NA,NA
2001,2001-03-25,16,PRODIGAL SUMMER,Barbara Kingsolver,NA,NA
2001,2001-04-01,1,1ST TO DIE,James Patterson,NA,NA
2001,2001-04-01,2,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-04-01,3,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-04-01,4,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-04-01,5,A DAY LATE AND A DOLLAR SHORT,Terry McMillan,NA,NA
2001,2001-04-01,6,MYSTIC RIVER,Dennis Lehane,NA,NA
2001,2001-04-01,7,THE VENDETTA DEFENSE,Lisa Scottoline,NA,NA
2001,2001-04-01,8,THE FIRST COUNSEL,Brad Meltzer,NA,NA
2001,2001-04-01,9,EDGE OF DANGER,Jack Higgins,NA,NA
2001,2001-04-01,10,THE MARK,Tim LaHaye and Jerry B. Jenkins,NA,NA
2001,2001-04-01,11,THE DEVIL'S OWN,Sandra Brown,NA,NA
2001,2001-04-01,12,MY DREAM OF YOU,Nuala O'Faolain,NA,NA
2001,2001-04-01,13,PRODIGAL SUMMER,Barbara Kingsolver,NA,NA
2001,2001-04-01,14,PLAIN JANE,Fern Michaels,NA,NA
2001,2001-04-01,15,A DARKNESS MORE THAN NIGHT,Michael Connelly,NA,NA
2001,2001-04-08,1,DREAMCATCHER,Stephen King,NA,NA
2001,2001-04-08,2,THE VILLA,Nora Roberts,NA,NA
2001,2001-04-08,3,1ST TO DIE,James Patterson,NA,NA
2001,2001-04-08,4,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-04-08,5,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-04-08,6,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-04-08,7,POTSHOT,Robert B. Parker,NA,NA
2001,2001-04-08,8,A DAY LATE AND A DOLLAR SHORT,Terry McMillan,NA,NA
2001,2001-04-08,9,MYSTIC RIVER,Dennis Lehane,NA,NA
2001,2001-04-08,10,PLAIN JANE,Fern Michaels,NA,NA
2001,2001-04-08,11,THE MARK,Tim LaHaye and Jerry B. Jenkins,NA,NA
2001,2001-04-08,12,THE FIRST COUNSEL,Brad Meltzer,NA,NA
2001,2001-04-08,13,EDGE OF DANGER,Jack Higgins,NA,NA
2001,2001-04-08,14,THE VENDETTA DEFENSE,Lisa Scottoline,NA,NA
2001,2001-04-08,15,MY DREAM OF YOU,Nuala O'Faolain,NA,NA
2001,2001-04-15,1,DREAMCATCHER,Stephen King,NA,NA
2001,2001-04-15,2,1ST TO DIE,James Patterson,NA,NA
2001,2001-04-15,3,THE VILLA,Nora Roberts,NA,NA
2001,2001-04-15,4,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-04-15,5,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-04-15,6,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-04-15,7,POTSHOT,Robert B. Parker,NA,NA
2001,2001-04-15,8,A DAY LATE AND A DOLLAR SHORT,Terry McMillan,NA,NA
2001,2001-04-15,9,THE MARK,Tim LaHaye and Jerry B. Jenkins,NA,NA
2001,2001-04-15,10,MYSTIC RIVER,Dennis Lehane,NA,NA
2001,2001-04-15,11,THE FIRST COUNSEL,Brad Meltzer,NA,NA
2001,2001-04-15,12,THE VENDETTA DEFENSE,Lisa Scottoline,NA,NA
2001,2001-04-15,13,THE TRIUMPH OF KATIE BYRNE,Barbara Taylor Bradford,NA,NA
2001,2001-04-15,14,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-04-15,15,EDGE OF DANGER,Jack Higgins,NA,NA
2001,2001-04-15,16,SUMMER ISLAND,Kristin Hannah,NA,NA
2001,2001-04-22,1,DREAMCATCHER,Stephen King,NA,NA
2001,2001-04-22,2,1ST TO DIE,James Patterson,NA,NA
2001,2001-04-22,3,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-04-22,4,THE VILLA,Nora Roberts,NA,NA
2001,2001-04-22,5,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-04-22,6,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-04-22,7,THE SKIES OF PERN,Anne McCaffrey,NA,NA
2001,2001-04-22,8,SLIGHTLY SHADY,Amanda Quick,NA,NA
2001,2001-04-22,9,STICKS & SCONES,Diane Mott Davidson,NA,NA
2001,2001-04-22,10,POTSHOT,Robert B. Parker,NA,NA
2001,2001-04-22,11,THE MARK,Tim LaHaye and Jerry B. Jenkins,NA,NA
2001,2001-04-22,12,A DAY LATE AND A DOLLAR SHORT,Terry McMillan,NA,NA
2001,2001-04-22,13,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-04-22,14,THE TRIUMPH OF KATIE BYRNE,Barbara Taylor Bradford,NA,NA
2001,2001-04-22,15,MY DREAM OF YOU,Nuala O'Faolain,NA,NA
2001,2001-04-29,1,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-04-29,2,DREAMCATCHER,Stephen King,NA,NA
2001,2001-04-29,3,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-04-29,4,1ST TO DIE,James Patterson,NA,NA
2001,2001-04-29,5,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-04-29,6,THE VILLA,Nora Roberts,NA,NA
2001,2001-04-29,7,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-04-29,8,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-04-29,9,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-04-29,10,THE SKIES OF PERN,Anne McCaffrey,NA,NA
2001,2001-04-29,11,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-04-29,12,DRAGONS OF A LOST STAR,Margaret Weis and Tracy Hickman,NA,NA
2001,2001-04-29,13,STICKS & SCONES,Diane Mott Davidson,NA,NA
2001,2001-04-29,14,POTSHOT,Robert B. Parker,NA,NA
2001,2001-04-29,15,SLIGHTLY SHADY,Amanda Quick,NA,NA
2001,2001-05-06,1,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-05-06,2,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-05-06,3,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-05-06,4,DREAMCATCHER,Stephen King,NA,NA
2001,2001-05-06,5,1ST TO DIE,James Patterson,NA,NA
2001,2001-05-06,6,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-05-06,7,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-05-06,8,THE VILLA,Nora Roberts,NA,NA
2001,2001-05-06,9,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-05-06,10,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-05-06,11,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-05-06,12,THE SKIES OF PERN,Anne McCaffrey,NA,NA
2001,2001-05-06,13,SLIGHTLY SHADY,Amanda Quick,NA,NA
2001,2001-05-06,14,STICKS & SCONES,Diane Mott Davidson,NA,NA
2001,2001-05-06,15,POTSHOT,Robert B. Parker,NA,NA
2001,2001-05-06,16,DRAGONS OF A LOST STAR,Margaret Weis and Tracy Hickman,NA,NA
2001,2001-05-13,1,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-05-13,2,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-05-13,3,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-05-13,4,DREAMCATCHER,Stephen King,NA,NA
2001,2001-05-13,5,1ST TO DIE,James Patterson,NA,NA
2001,2001-05-13,6,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-05-13,7,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-05-13,8,COLD PARADISE,Stuart Woods,NA,NA
2001,2001-05-13,9,HEART OF A WARRIOR,Johanna Lindsey,NA,NA
2001,2001-05-13,10,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-05-13,11,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-05-13,12,THE VILLA,Nora Roberts,NA,NA
2001,2001-05-13,13,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-05-13,14,THE SKIES OF PERN,Anne McCaffrey,NA,NA
2001,2001-05-13,15,LOOKING BACK,Belva Plain,NA,NA
2001,2001-05-13,16,THE AMAZING ADVENTURES OF KAVALIER & CLAY,Michael Chabon,NA,NA
2001,2001-05-20,1,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-05-20,2,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-05-20,3,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-05-20,4,DREAMCATCHER,Stephen King,NA,NA
2001,2001-05-20,5,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-05-20,6,COLD PARADISE,Stuart Woods,NA,NA
2001,2001-05-20,7,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-05-20,8,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-05-20,9,1ST TO DIE,James Patterson,NA,NA
2001,2001-05-20,10,LORD OF THE SILENT,Elizabeth Peters,NA,NA
2001,2001-05-20,11,THE SUMMERHOUSE,Jude Deveraux,NA,NA
2001,2001-05-20,12,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-05-20,13,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-05-20,14,THE BLUE NOWHERE,Jeffery Deaver,NA,NA
2001,2001-05-20,15,HEART OF A WARRIOR,Johanna Lindsey,NA,NA
2001,2001-05-27,1,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-05-27,2,CHOSEN PREY,John Sandford,NA,NA
2001,2001-05-27,3,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-05-27,4,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-05-27,5,DREAMCATCHER,Stephen King,NA,NA
2001,2001-05-27,6,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-05-27,7,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-05-27,8,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-05-27,9,THE SUMMERHOUSE,Jude Deveraux,NA,NA
2001,2001-05-27,10,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-05-27,11,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-05-27,12,1ST TO DIE,James Patterson,NA,NA
2001,2001-05-27,13,COLD PARADISE,Stuart Woods,NA,NA
2001,2001-05-27,14,LORD OF THE SILENT,Elizabeth Peters,NA,NA
2001,2001-05-27,15,SCARLET FEATHER,Maeve Binchy,NA,NA
2001,2001-06-03,1,CHOSEN PREY,John Sandford,NA,NA
2001,2001-06-03,2,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-06-03,3,DREAMCATCHER,Stephen King,NA,NA
2001,2001-06-03,4,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-06-03,5,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-06-03,6,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-06-03,7,THE SUMMERHOUSE,Jude Deveraux,NA,NA
2001,2001-06-03,8,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-06-03,9,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-06-03,10,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-06-03,11,WARRIOR CLASS,Dale Brown,NA,NA
2001,2001-06-03,12,1ST TO DIE,James Patterson,NA,NA
2001,2001-06-03,13,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-06-03,14,COLD PARADISE,Stuart Woods,NA,NA
2001,2001-06-03,15,LORD OF THE SILENT,Elizabeth Peters,NA,NA
2001,2001-06-03,16,THE COLD SIX THOUSAND,James Ellroy,NA,NA
2001,2001-06-10,1,CHOSEN PREY,John Sandford,NA,NA
2001,2001-06-10,2,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-06-10,3,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-06-10,4,DREAMCATCHER,Stephen King,NA,NA
2001,2001-06-10,5,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-06-10,6,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-06-10,7,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-06-10,8,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-06-10,9,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-06-10,10,CHOKE,Chuck Palahniuk,NA,NA
2001,2001-06-10,11,THE SUMMERHOUSE,Jude Deveraux,NA,NA
2001,2001-06-10,12,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-06-10,13,1ST TO DIE,James Patterson,NA,NA
2001,2001-06-10,14,THE COLD SIX THOUSAND,James Ellroy,NA,NA
2001,2001-06-10,15,COLD PARADISE,Stuart Woods,NA,NA
2001,2001-06-17,1,CHOSEN PREY,John Sandford,NA,NA
2001,2001-06-17,2,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-06-17,3,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-06-17,4,FINAL TARGET,Iris Johansen,NA,NA
2001,2001-06-17,5,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-06-17,6,DREAMCATCHER,Stephen King,NA,NA
2001,2001-06-17,7,LONE EAGLE,Danielle Steel,NA,NA
2001,2001-06-17,8,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-06-17,9,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-06-17,10,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-06-17,11,THE SUMMERHOUSE,Jude Deveraux,NA,NA
2001,2001-06-17,12,CLOAK OF DECEPTION,James Luceno,NA,NA
2001,2001-06-17,13,CHOKE,Chuck Palahniuk,NA,NA
2001,2001-06-17,14,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-06-17,15,1ST TO DIE,James Patterson,NA,NA
2001,2001-06-24,1,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-06-24,2,CHOSEN PREY,John Sandford,NA,NA
2001,2001-06-24,3,FINAL TARGET,Iris Johansen,NA,NA
2001,2001-06-24,4,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-06-24,5,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-06-24,6,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-06-24,7,DREAMCATCHER,Stephen King,NA,NA
2001,2001-06-24,8,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-06-24,9,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-06-24,10,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-06-24,11,THE BONESETTER'S DAUGHTER,Amy Tan,NA,NA
2001,2001-06-24,12,THE SUMMERHOUSE,Jude Deveraux,NA,NA
2001,2001-06-24,13,CLOAK OF DECEPTION,James Luceno,NA,NA
2001,2001-06-24,14,MAY THERE BE A ROAD,Louis L'Amour,NA,NA
2001,2001-06-24,15,CHOKE,Chuck Palahniuk,NA,NA
2001,2001-07-01,1,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-07-01,2,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-07-01,3,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-07-01,4,CHOSEN PREY,John Sandford,NA,NA
2001,2001-07-01,5,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-07-01,6,DREAMCATCHER,Stephen King,NA,NA
2001,2001-07-01,7,BITTERROOT,James Lee Burke,NA,NA
2001,2001-07-01,8,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-07-01,9,MOVING TARGET,Elizabeth Lowell,NA,NA
2001,2001-07-01,10,FINAL TARGET,Iris Johansen,NA,NA
2001,2001-07-01,11,MAY THERE BE A ROAD,Louis L'Amour,NA,NA
2001,2001-07-01,12,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-07-01,13,DEATH IN HOLY ORDERS,P. D. James,NA,NA
2001,2001-07-01,14,EMPIRE FALLS,Richard Russo,NA,NA
2001,2001-07-01,15,A COMMON LIFE,Jan Karon,NA,NA
2001,2001-07-08,1,SEVEN UP,Janet Evanovich,NA,NA
2001,2001-07-08,2,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-07-08,3,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-07-08,4,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-07-08,5,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-07-08,6,HOLLYWOOD WIVES -- THE NEW GENERATION,Jackie Collins,NA,NA
2001,2001-07-08,7,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-07-08,8,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-07-08,9,FINAL TARGET,Iris Johansen,NA,NA
2001,2001-07-08,10,AMERICAN GODS,Neil Gaiman,NA,NA
2001,2001-07-08,11,BITTERROOT,James Lee Burke,NA,NA
2001,2001-07-08,12,THE LAST TIME THEY MET,Anita Shreve,NA,NA
2001,2001-07-08,13,CHOSEN PREY,John Sandford,NA,NA
2001,2001-07-08,14,MOVING TARGET,Elizabeth Lowell,NA,NA
2001,2001-07-08,15,DREAMCATCHER,Stephen King,NA,NA
2001,2001-07-15,1,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-07-15,2,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-07-15,3,SEVEN UP,Janet Evanovich,NA,NA
2001,2001-07-15,4,THE JURY,Steve Martini,NA,NA
2001,2001-07-15,5,HOLLYWOOD WIVES -- THE NEW GENERATION,Jackie Collins,NA,NA
2001,2001-07-15,6,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-07-15,7,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-07-15,8,A TRAITOR TO MEMORY,Elizabeth George,NA,NA
2001,2001-07-15,9,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-07-15,10,BETWEEN LOVERS,Eric Jerome Dickey,NA,NA
2001,2001-07-15,11,THE WIND DONE GONE,Alice Randall,NA,NA
2001,2001-07-15,12,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-07-15,13,CHOSEN PREY,John Sandford,NA,NA
2001,2001-07-15,14,AMERICAN GODS,Neil Gaiman,NA,NA
2001,2001-07-15,15,DREAMCATCHER,Stephen King,NA,NA
2001,2001-07-22,1,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-07-22,2,THE FOURTH HAND,John Irving,NA,NA
2001,2001-07-22,3,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-07-22,4,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-07-22,5,SEVEN UP,Janet Evanovich,NA,NA
2001,2001-07-22,6,THE JURY,Steve Martini,NA,NA
2001,2001-07-22,7,HOLLYWOOD WIVES -- THE NEW GENERATION,Jackie Collins,NA,NA
2001,2001-07-22,8,A TRAITOR TO MEMORY,Elizabeth George,NA,NA
2001,2001-07-22,9,RISE TO REBELLION,Jeff Shaara,NA,NA
2001,2001-07-22,10,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-07-22,11,THE WIND DONE GONE,Alice Randall,NA,NA
2001,2001-07-22,12,A PAINTED HOUSE,John Grisham,NA,NA
2001,2001-07-22,13,TELL NO ONE,Harlan Coben,NA,NA
2001,2001-07-22,14,BETWEEN LOVERS,Eric Jerome Dickey,NA,NA
2001,2001-07-22,15,ON THE STREET WHERE YOU LIVE,Mary Higgins Clark,NA,NA
2001,2001-07-29,1,THE FOURTH HAND,John Irving,NA,NA
2001,2001-07-29,2,ANY WAY THE WIND BLOWS,E. Lynn Harris,NA,NA
2001,2001-07-29,3,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-07-29,4,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-07-29,5,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-07-29,6,SEVEN UP,Janet Evanovich,NA,NA
2001,2001-07-29,7,THE JURY,Steve Martini,NA,NA
2001,2001-07-29,8,A TRAITOR TO MEMORY,Elizabeth George,NA,NA
2001,2001-07-29,9,THE WIND DONE GONE,Alice Randall,NA,NA
2001,2001-07-29,10,RISE TO REBELLION,Jeff Shaara,NA,NA
2001,2001-07-29,11,HOLLYWOOD WIVES -- The New Generation,Jackie Collins,NA,NA
2001,2001-07-29,12,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-07-29,13,DEAD SLEEP,Greg Iles,NA,NA
2001,2001-07-29,14,HOW TO BE GOOD,Nick Hornby,NA,NA
2001,2001-07-29,15,TELL NO ONE,Harlan Coben,NA,NA
2001,2001-08-05,1,SUZANNE'S DIARY FOR NICHOLAS,James Patterson,NA,NA
2001,2001-08-05,2,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-08-05,3,ANY WAY THE WIND BLOWS,E. Lynn Harris,NA,NA
2001,2001-08-05,4,THE FOURTH HAND,John Irving,NA,NA
2001,2001-08-05,5,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-08-05,6,OPEN SEASON,Linda Howard,NA,NA
2001,2001-08-05,7,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-08-05,8,THE JURY,Steve Martini,NA,NA
2001,2001-08-05,9,A TRAITOR TO MEMORY,Elizabeth George,NA,NA
2001,2001-08-05,10,SEVEN UP,Janet Evanovich,NA,NA
2001,2001-08-05,11,HOLLYWOOD WIVES -- The New Generation,Jackie Collins,NA,NA
2001,2001-08-05,12,RISE TO REBELLION,Jeff Shaara,NA,NA
2001,2001-08-05,13,FATAL VOYAGE,Kathy Reichs,NA,NA
2001,2001-08-05,14,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-08-05,15,THE WIND DONE GONE,Alice Randall,NA,NA
2001,2001-08-12,1,SUZANNE'S DIARY FOR NICHOLAS,James Patterson,NA,NA
2001,2001-08-12,2,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-08-12,3,THE FOURTH HAND,John Irving,NA,NA
2001,2001-08-12,4,ANY WAY THE WIND BLOWS,E. Lynn Harris,NA,NA
2001,2001-08-12,5,OPEN SEASON,Linda Howard,NA,NA
2001,2001-08-12,6,BLUE DIARY,Alice Hoffman,NA,NA
2001,2001-08-12,7,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-08-12,8,"""P"" IS FOR PERIL",Sue Grafton,NA,NA
2001,2001-08-12,9,THE JURY,Steve Martini,NA,NA
2001,2001-08-12,10,LAWRENCE SANDERS: McNALLY'S CHANCE,Vincent Lardo,NA,NA
2001,2001-08-12,11,A TRAITOR TO MEMORY,Elizabeth George,NA,NA
2001,2001-08-12,12,SEVEN UP,Janet Evanovich,NA,NA
2001,2001-08-12,13,FATAL VOYAGE,Kathy Reichs,NA,NA
2001,2001-08-12,14,RISE TO REBELLION,Jeff Shaara,NA,NA
2001,2001-08-12,15,BACK WHEN WE WERE GROWNUPS,Anne Tyler,NA,NA
2001,2001-08-19,1,SUZANNE'S DIARY FOR NICHOLAS,James Patterson,NA,NA
2001,2001-08-19,2,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-08-19,3,ANY WAY THE WIND BLOWS,E. Lynn Harris,NA,NA
2001,2001-08-19,4,THE WOMAN NEXT DOOR,Barbara Delinsky,NA,NA
2001,2001-08-19,5,THE FOURTH HAND,John Irving,NA,NA
2001,2001-08-19,6,OPEN SEASON,Linda Howard,NA,NA
2001,2001-08-19,7,AMERICA,Stephen Coonts,NA,NA
2001,2001-08-19,8,LEAP OF FAITH,Danielle Steel,NA,NA
2001,2001-08-19,9,LAWRENCE SANDERS: McNALLY'S CHANCE,Vincent Lardo,NA,NA
2001,2001-08-19,10,BLUE DIARY,Alice Hoffman,NA,NA
2001,2001-08-19,11,FATAL VOYAGE,Kathy Reichs,NA,NA
2001,2001-08-19,12,RISE TO REBELLION,Jeff Shaara,NA,NA
2001,2001-08-19,13,A TRAITOR TO MEMORY,Elizabeth George,NA,NA
2001,2001-08-19,14,THE JURY,Steve Martini,NA,NA
2001,2001-08-19,15,THE WIND DONE GONE,Alice Randall,NA,NA
2001,2001-08-26,1,SUZANNE'S DIARY FOR NICHOLAS,James Patterson,NA,NA
2001,2001-08-26,2,HEMLOCK BAY,Catherine Coulter,NA,NA
2001,2001-08-26,3,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-08-26,4,THE WOMAN NEXT DOOR,Barbara Delinsky,NA,NA
2001,2001-08-26,5,ANY WAY THE WIND BLOWS,E. Lynn Harris,NA,NA
2001,2001-08-26,6,THE FOURTH HAND,John Irving,NA,NA
2001,2001-08-26,7,OPEN SEASON,Linda Howard,NA,NA
2001,2001-08-26,8,AMERICA,Stephen Coonts,NA,NA
2001,2001-08-26,9,BLUE DIARY,Alice Hoffman,NA,NA
2001,2001-08-26,10,HOSTAGE,Robert Crais,NA,NA
2001,2001-08-26,11,FATAL VOYAGE,Kathy Reichs,NA,NA
2001,2001-08-26,12,PARADISE LOST,J. A. Jance,NA,NA
2001,2001-08-26,13,WHAT YOU OWE ME,Bebe Moore Campbell,NA,NA
2001,2001-08-26,14,A TRAITOR TO MEMORY,Elizabeth George,NA,NA
2001,2001-08-26,15,RISE TO REBELLION,Jeff Shaara,NA,NA
2001,2001-09-02,1,VALHALLA RISING,Clive Cussler,NA,NA
2001,2001-09-02,2,SUZANNE'S DIARY FOR NICHOLAS,James Patterson,NA,NA
2001,2001-09-02,3,CANE RIVER,Lalita Tademy,NA,NA
2001,2001-09-02,4,HEMLOCK BAY,Catherine Coulter,NA,NA
2001,2001-09-02,5,THE WOMAN NEXT DOOR,Barbara Delinsky,NA,NA
2001,2001-09-02,6,ANY WAY THE WIND BLOWS,E. Lynn Harris,NA,NA
2001,2001-09-02,7,THE FOURTH HAND,John Irving,NA,NA
2001,2001-09-02,8,AMERICA,Stephen Coonts,NA,NA
2001,2001-09-02,9,THE FORGOTTEN,Faye Kellerman,NA,NA
