year,week,rank,title,author,publisher,description
2022,2022-12-25,6,TOM CLANCY: RED WINTER,Marc Cameron,Putnam,The 22nd book in the Jack Ryan series. Ryan goes behind the Berlin Wall in 1985 to investigate an East German defector.
2022,2022-12-25,7,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
2022,2022-12-25,8,A WORLD OF CURIOSITIES,Louise Penny,Minotaur,"The 18th book in the Chief Inspector Gamache series. When an attic room that was sealed off 160 years ago is opened, an old enemy returns."
2022,2022-12-25,9,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2022,2022-12-25,10,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-12-25,11,DEMON COPPERHEAD,Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
2022,2022-12-25,12,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-12-25,13,TRIPLE CROSS,James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
2022,2022-12-25,14,DESERT STAR,Michael Connelly,"Little, Brown",Ballard and Bosch bury old resentments as they go after two killers.
2022,2022-12-25,15,STELLA MARIS,Cormac McCarthy,Knopf,"A companion volume to McCarthy's recent novel ""The Passenger."" A doctoral candidate diagnosed with paranoid schizophrenia contemplates the nature of madness."
2023,2023-01-01,1,IT STARTS WITH US,Colleen Hoover,Atria,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend."
2023,2023-01-01,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2023,2023-01-01,3,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
2023,2023-01-01,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2023,2023-01-01,5,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
2023,2023-01-01,6,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
2023,2023-01-01,7,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2023,2023-01-01,8,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2023,2023-01-01,9,DEMON COPPERHEAD,Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
2023,2023-01-01,10,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2023,2023-01-01,11,DREAMLAND,Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
2023,2023-01-01,12,A WORLD OF CURIOSITIES,Louise Penny,Minotaur,"The 18th book in the Chief Inspector Gamache series. When an attic room that was sealed off 160 years ago is opened, an old enemy returns."
2023,2023-01-01,13,NOVEMBER 9,Colleen Hoover,Atria,Is Ben using his relationship with Fallon as fodder for his novel?
2023,2023-01-01,14,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.
2023,2023-01-01,15,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
2023,2023-01-08,1,IT STARTS WITH US,Colleen Hoover,Atria,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend."
2023,2023-01-08,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2023,2023-01-08,3,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
2023,2023-01-08,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2023,2023-01-08,5,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
2023,2023-01-08,6,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
2023,2023-01-08,7,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2023,2023-01-08,8,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2023,2023-01-08,9,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2023,2023-01-08,10,DEMON COPPERHEAD,Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
2023,2023-01-08,11,DREAMLAND,Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
2023,2023-01-08,12,NOVEMBER 9,Colleen Hoover,Atria,Is Ben using his relationship with Fallon as fodder for his novel?
2023,2023-01-08,13,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2023,2023-01-08,14,TRIPLE CROSS,James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
2023,2023-01-08,15,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
2023,2023-01-15,1,IT STARTS WITH US,Colleen Hoover,Atria,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend."
2023,2023-01-15,2,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
2023,2023-01-15,3,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2023,2023-01-15,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2023,2023-01-15,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2023,2023-01-15,6,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
2023,2023-01-15,7,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2023,2023-01-15,8,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.
2023,2023-01-15,9,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
2023,2023-01-15,10,DESERT STAR,Michael Connelly,"Little, Brown",Ballard and Bosch bury old resentments as they go after two killers.
2023,2023-01-15,11,DREAMLAND,Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
2023,2023-01-15,12,DEMON COPPERHEAD,Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
2023,2023-01-15,13,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2023,2023-01-15,14,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
2023,2023-01-15,15,BABEL,R.F. Kuang,Harper Voyager,"In 1828, Robin Swift studies at Oxford University’s Royal Institute of Translation and faces a choice when Britain pursues a war with China."
2023,2023-01-22,1,IT STARTS WITH US,Colleen Hoover,Atria,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend."
2023,2023-01-22,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2023,2023-01-22,3,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2023,2023-01-22,4,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
2023,2023-01-22,5,WITHOUT A TRACE,Danielle Steel,Delacorte,Charles Vincent meets someone who ignites his passion and must decide whether to walk away from his perfect-from-the-outside life.
2023,2023-01-22,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2023,2023-01-22,7,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2023,2023-01-22,8,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened."
2023,2023-01-22,9,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2023,2023-01-22,10,DEMON COPPERHEAD,Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
2023,2023-01-22,11,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
2023,2023-01-22,12,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2023,2023-01-22,13,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.
2023,2023-01-22,14,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2023,2023-01-22,15,LOATHE TO LOVE YOU,Ali Hazelwood,Berkley,"Three romance stories: ""Under One Roof,"" ""Stuck With You"" and ""Below Zero."""
2023,2023-01-29,1,IT STARTS WITH US,Colleen Hoover,Atria,"In the sequel to “It Ends With Us,” Lily deals with her jealous ex-husband as she reconnects with her first boyfriend."
2023,2023-01-29,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2023,2023-01-29,3,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California."
2023,2023-01-29,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2023,2023-01-29,5,HELL BENT,Leigh Bardugo,Flatiron,The second book in the Alex Stern series. Alex risks her future at Lethe and Yale to get Darlington out of purgatory.
2023,2023-01-29,6,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
2023,2023-01-29,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2023,2023-01-29,8,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2023,2023-01-29,9,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.
2023,2023-01-29,10,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened."
2023,2023-01-29,11,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
2023,2023-01-29,12,DEMON COPPERHEAD,Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
2023,2023-01-29,13,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2023,2023-01-29,14,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
2023,2023-01-29,15,THINGS WE NEVER GOT OVER,Lucy Score,Bloom,A runaway bride becomes the guardian of her evil twin's daughter and gets some help from a bad-boy barber.
