year,week,rank,title,author,publisher,description
2018,2018-11-11,8,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-11-11,9,UNSHELTERED,Barbara Kingsolver,Harper,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J."
2018,2018-11-11,10,AMBUSH,James Patterson and James O. Born,"Little, Brown",Michael Bennett discovers that an assassin is targeting him and his family.
2018,2018-11-11,11,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2018,2018-11-11,12,VENDETTA,Iris Johansen,St. Martin's,An attraction develops between Jude Brandon and Rachel Venable as they take on the head of a terrorist group.
2018,2018-11-11,13,LOOSE ENDS,Kristen Ashley,Kristen Ashley,An anthology of three short stories and two novellas.
2018,2018-11-11,14,THE WITCH ELM,Tana French,Viking,"After Toby Hennessy retreats to his family’s ancestral home, a skull discovered in the backyard exposes his family's past."
2018,2018-11-11,15,REVELING IN SIN,Meghan March,Meghan March,The final book in the Sin trilogy. A man determines to prove he is worthy of Whitney Gable.
2018,2018-11-18,1,DARK SACRED NIGHT,Michael Connelly,"Little, Brown","Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case."
2018,2018-11-18,2,ELEVATION,Stephen King,Scribner,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.
2018,2018-11-18,3,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2018,2018-11-18,4,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2018,2018-11-18,5,ARCHANGEL'S PROPHECY,Nalini Singh,Berkley,The 11th book in the Guild Hunter series.
2018,2018-11-18,6,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-11-18,7,UNSHELTERED,Barbara Kingsolver,Harper,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J."
2018,2018-11-18,8,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey."
2018,2018-11-18,9,WYOMING LEGEND,Diana Palmer,HQN,"As her body heals, the champion ice-skater Karina Carter helps Micah Torrance look after his ranch and his daughter."
2018,2018-11-18,10,RESCUING MARY,Susan Stoker,Susan Stoker,The ninth book in the Delta Force Heroes series.
2018,2018-11-18,11,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2018,2018-11-18,12,HOLY GHOST,John Sandford,Putnam,Virgil Flowers investigates shootings in a Minnesota town following an attempt to revive its ailing economy.
2018,2018-11-18,13,A SPARK OF LIGHT,Jodi Picoult,Ballantine,"The lives of patients, doctors and activists intersect when a gunman holds them all hostage in a woman's health center in Mississippi."
2018,2018-11-18,14,AMBUSH,James Patterson and James O. Born,"Little, Brown",Michael Bennett discovers that an assassin is targeting him and his family.
2018,2018-11-18,15,OATHBRINGER,Brandon Sanderson,Tor,The third volume of the Stormlight Archive. The War of Reckoning ends and the Voidbringers return.
2018,2018-11-25,1,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2018,2018-11-25,2,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2018,2018-11-25,3,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2018,2018-11-25,4,DARK SACRED NIGHT,Michael Connelly,"Little, Brown","Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case."
2018,2018-11-25,5,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2018,2018-11-25,6,SEA OF GREED,Clive Cussler and Graham Brown,Putnam,The 16th book in the NUMA Files series.
2018,2018-11-25,7,ELEVATION,Stephen King,Scribner,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.
2018,2018-11-25,8,LEOPARD'S RUN,Christine Feehan,Berkley,A leopard shifter sniffs out the new barista working in his sister-in-law’s bakery.
2018,2018-11-25,9,YOU DON'T OWN ME,Mary Higgins Clark and Alafair Burke,Simon & Schuster,A television producer investigates the murder of a physician and whether it was his wife who killed him.
2018,2018-11-25,10,HEADS YOU WIN,Jeffrey Archer,St. Martin's,"When his father is assassinated by the K.G.B., Alexander Karpenko makes an irreversible choice based on a coin toss."
2018,2018-11-25,11,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-11-25,12,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2018,2018-11-25,13,UNSHELTERED,Barbara Kingsolver,Harper,"Intertwined stories of two families who live in different centuries on the same street corner in Vineland, N.J."
2018,2018-11-25,14,THE COLORS OF ALL THE CATTLE,Alexander McCall Smith,Pantheon,The 19th book in the No. 1 Ladies’ Detective Agency series.
2018,2018-11-25,15,THE NOEL STRANGER,Richard Paul Evans,Simon & Schuster,A newly divorced woman develops a friendship with the owner of a Christmas tree lot.
2018,2018-12-02,1,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,Putnam,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues."
2018,2018-12-02,2,LONG ROAD TO MERCY,David Baldacci,Grand Central Publishing,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy."
2018,2018-12-02,3,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2018,2018-12-02,4,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2018,2018-12-02,5,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2018,2018-12-02,6,DARK SACRED NIGHT,Michael Connelly,"Little, Brown","Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case."
2018,2018-12-02,7,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2018,2018-12-02,8,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-12-02,9,ELEVATION,Stephen King,Scribner,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.
2018,2018-12-02,10,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2018,2018-12-02,11,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey."
2018,2018-12-02,12,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2018,2018-12-02,13,CRAZY RICH ASIANS,Kevin Kwan,Anchor,A New Yorker gets a surprise when she spends the summer with her boyfriend in Singapore.
2018,2018-12-02,14,SEA OF GREED,Clive Cussler and Graham Brown,Putnam,The 16th book in the NUMA Files series.
2018,2018-12-02,15,YOU DON'T OWN ME,Mary Higgins Clark and Alafair Burke,Simon & Schuster,A television producer investigates the murder of a physician and whether it was his wife who killed him.
2018,2018-12-09,1,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
2018,2018-12-09,2,TARGET: ALEX CROSS,James Patterson,"Little, Brown",Alex Cross returns for the 26th book in the series bearing his name.
2018,2018-12-09,3,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2018,2018-12-09,4,DARK SACRED NIGHT,Michael Connelly,"Little, Brown","Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case."
2018,2018-12-09,5,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,Putnam,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues."
2018,2018-12-09,6,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2018,2018-12-09,7,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2018,2018-12-09,8,LONG ROAD TO MERCY,David Baldacci,Grand Central Publishing,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy."
2018,2018-12-09,9,BEAUCHAMP HALL,Danielle Steel,Delacorte,Winona Farmington leaves behind the disappointments in her Michigan hometown to visit the English town where her favorite television show is filmed.
2018,2018-12-09,10,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2018,2018-12-09,11,THE OTHER MISS BRIDGERTON,Julia Quinn,Avon,Can Captain Andrew James Rokesby win the kidnapped Poppy Bridgerton’s heart during a voyage to Portugal?
2018,2018-12-09,12,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-12-09,13,ELEVATION,Stephen King,Scribner,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.
2018,2018-12-09,14,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey."
2018,2018-12-09,15,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2018,2018-12-16,1,KINGDOM OF THE BLIND,Louise Penny,Minotaur,"While on suspension, Chief Inspector Armand Gamache is made an executor of a stranger’s will and tries to keep a deadly narcotic off Montreal’s streets."
2018,2018-12-16,2,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2018,2018-12-16,3,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2018,2018-12-16,4,THE GREAT ALONE,Kristin Hannah,St. Martin's,"A former prisoner of war returns from Vietnam and moves his family to Alaska, where they face tough conditions."
2018,2018-12-16,5,TARGET: ALEX CROSS,James Patterson,"Little, Brown",Alex Cross returns for the 26th book in the series bearing his name.
2018,2018-12-16,6,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
2018,2018-12-16,7,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2018,2018-12-16,8,TOM CLANCY: OATH OF OFFICE,Marc Cameron,Putnam,"President Jack Ryan must contain the fallout of a flu epidemic, an undermining senator and two hijacked Russian nuclear missiles."
2018,2018-12-16,9,LONG ROAD TO MERCY,David Baldacci,Grand Central Publishing,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy."
2018,2018-12-16,10,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,Putnam,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues."
2018,2018-12-16,11,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2018,2018-12-16,12,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-12-16,13,DARK SACRED NIGHT,Michael Connelly,"Little, Brown","Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case."
2018,2018-12-16,14,SOMEONE TO TRUST,Mary Balogh,Berkley,The widowed Lady Overfield falls for the younger Lord Hodges during a white Christmas at Brambledean Court.
2018,2018-12-16,15,ELEVATION,Stephen King,Scribner,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.
2018,2018-12-23,1,OF BLOOD AND BONE,Nora Roberts,St. Martin's,"While the people of New Hope face threats, Fallon Swift goes on three quests to discover her powers."
2018,2018-12-23,2,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2018,2018-12-23,3,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
2018,2018-12-23,4,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2018,2018-12-23,5,TARGET: ALEX CROSS,James Patterson,"Little, Brown",Alex Cross returns for the 26th book in the series bearing his name.
2018,2018-12-23,6,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2018,2018-12-23,7,LONG ROAD TO MERCY,David Baldacci,Grand Central Publishing,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy."
2018,2018-12-23,8,ONE DAY IN DECEMBER,Josie Silver,Broadway,A woman spends a year searching for a man in London she believes — after a single glance — is her true love.
2018,2018-12-23,9,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-12-23,10,KINGDOM OF THE BLIND,Louise Penny,Minotaur,"While on suspension, Chief Inspector Armand Gamache is made an executor of a stranger’s will and tries to keep a deadly narcotic off Montreal’s streets."
2018,2018-12-23,11,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2018,2018-12-23,12,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,Putnam,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues."
2018,2018-12-23,13,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2018,2018-12-23,14,TOM CLANCY: OATH OF OFFICE,Marc Cameron,Putnam,"President Jack Ryan must contain the fallout of a flu epidemic, an undermining senator and two hijacked Russian nuclear missiles."
2018,2018-12-23,15,DARK SACRED NIGHT,Michael Connelly,"Little, Brown","Detective Renée Ballard teams up with the retired detective Harry Bosch, who is working on a cold case."
2018,2018-12-30,1,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2018,2018-12-30,2,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2018,2018-12-30,3,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2018,2018-12-30,4,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
2018,2018-12-30,5,TARGET: ALEX CROSS,James Patterson,"Little, Brown",Alex Cross returns for the 26th book in the series bearing his name.
2018,2018-12-30,6,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2018,2018-12-30,7,LONG ROAD TO MERCY,David Baldacci,Grand Central Publishing,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy."
2018,2018-12-30,8,OF BLOOD AND BONE,Nora Roberts,St. Martin's,"While the people of New Hope face threats, Fallon Swift goes on three quests to discover her powers."
2018,2018-12-30,9,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2018,2018-12-30,10,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2018,2018-12-30,11,A DOG'S WAY HOME,W. Bruce Cameron,Forge,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.
2018,2018-12-30,12,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,Putnam,"The 25th book in the Stephanie Plum series. When several managers of a deli in Trenton disappear, a bounty hunter and her detective boyfriend look for clues."
2018,2018-12-30,13,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey."
2018,2018-12-30,14,KINGDOM OF THE BLIND,Louise Penny,Minotaur,"While on suspension, Chief Inspector Armand Gamache is made an executor of a stranger’s will and tries to keep a deadly narcotic off Montreal’s streets."
2018,2018-12-30,15,ONE DAY IN DECEMBER,Josie Silver,Broadway,A woman spends a year searching for a man in London she believes — after a single glance — is her true love.
2019,2019-01-06,1,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-01-06,2,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2019,2019-01-06,3,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
2019,2019-01-06,4,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-01-06,5,TARGET: ALEX CROSS,James Patterson,"Little, Brown",Alex Cross returns for the 26th book in the series bearing his name.
2019,2019-01-06,6,A DOG'S WAY HOME,W. Bruce Cameron,Forge,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.
2019,2019-01-06,7,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2019,2019-01-06,8,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-01-06,9,LONG ROAD TO MERCY,David Baldacci,Grand Central Publishing,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy."
2019,2019-01-06,10,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2019,2019-01-06,11,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom,Harper,"The sequel to ""The Five People You Meet in Heaven"" follows Annie on her heavenly journey."
2019,2019-01-06,12,SAFE AND SOUND,Fern Michaels,Zebra,Isabelle Flanders Tookus calls on a group of women known as the Sisterhood to save a millionaire's genius grandson.
2019,2019-01-06,13,MILK AND HONEY,Rupi Kaur,Andrews McMeel,Poetic approaches to surviving adversity and loss.
2019,2019-01-06,14,ELEVATION,Stephen King,Scribner,A man who is losing weight without getting thinner forms an unlikely alliance with his neighbors who are dealing with prejudices.
2019,2019-01-06,15,TOM CLANCY: OATH OF OFFICE,Marc Cameron,Putnam,"President Jack Ryan must contain the fallout of a flu epidemic, an undermining senator and two hijacked Russian nuclear missiles."
2019,2019-01-13,1,LONG ROAD TO MERCY,David Baldacci,Grand Central Publishing,"Atlee Pine, an F.B.I. agent who is haunted by the childhood kidnapping of her twin sister, must choose between protecting her career or the United States' democracy."
2019,2019-01-13,2,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-01-13,3,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-01-13,4,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-01-13,5,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
2019,2019-01-13,6,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2019,2019-01-13,7,BIRD BOX,Josh Malerman,Ecco,Malorie must get her two young children 20 miles downriver to escape an unseen terror.
2019,2019-01-13,8,TARGET: ALEX CROSS,James Patterson,"Little, Brown",Alex Cross returns for the 26th book in the series bearing his name.
2019,2019-01-13,9,A DOG'S WAY HOME,W. Bruce Cameron,Forge,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.
2019,2019-01-13,10,PAST TENSE,Lee Child,Delacorte,Jack Reacher explores the New England town where his father was born and a Canadian couple now find themselves stranded.
2019,2019-01-13,11,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2019,2019-01-13,12,ONE DAY IN DECEMBER,Josie Silver,Broadway,A woman spends a year searching for a man in London she believes — after a single glance — is her true love.
2019,2019-01-13,13,THE ALICE NETWORK,Kate Quinn,Morrow,A pregnant American college student and a French spy join together on a mission in London in 1947.
2019,2019-01-13,14,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2019,2019-01-13,15,CRAZY RICH ASIANS,Kevin Kwan,Anchor,A New Yorker gets a surprise when she spends the summer with her boyfriend in Singapore.
2019,2019-01-20,1,VERSES FOR THE DEAD,Douglas Preston and Lincoln Child,Grand Central,Agents Pendergast and Coldmoon track a killer who removes hearts and leaves handwritten letters.
2019,2019-01-20,2,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-01-20,3,TARGET: ALEX CROSS,James Patterson,"Little, Brown",Alex Cross returns for the 26th book in the series bearing his name.
2019,2019-01-20,4,BIRD BOX,Josh Malerman,Ecco,Malorie must get her two young children 20 miles downriver to escape an unseen terror.
2019,2019-01-20,5,A DELICATE TOUCH,Stuart Woods,Putnam,The 48th book in the Stone Barrington series.
2019,2019-01-20,6,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-01-20,7,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-01-20,8,CIRCE,Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals."
2019,2019-01-20,9,THE BOY,Tami Hoag,Dutton,"Nick Fourcade and Annie Broussard, a husband-and-wife detective team, investigate a boy’s murder and the disappearance of his babysitter."
2019,2019-01-20,10,NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,A romance writer becomes fascinated by the owner and director of a health resort.
2019,2019-01-20,11,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
2019,2019-01-20,12,EVERY BREATH,Nicholas Sparks,Grand Central,Difficult choices surface when Hope Anderson and Tru Walls meet in a North Carolina seaside town.
2019,2019-01-20,13,ONE DAY IN DECEMBER,Josie Silver,Broadway,A woman spends a year searching for a man in London she believes — after a single glance — is her true love.
2019,2019-01-20,14,A DOG'S WAY HOME,W. Bruce Cameron,Forge,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.
2019,2019-01-20,15,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
2019,2019-01-27,1,TURNING POINT,Danielle Steel,Delacorte,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.
2019,2019-01-27,2,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-01-27,3,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
2019,2019-01-27,4,THE NEW IBERIA BLUES,James Lee Burke,Simon & Schuster,Detective Dave Robicheaux and his new partner Bailey Ribbons investigate the death of a young woman by crucifixion.
2019,2019-01-27,5,PRISONER OF NIGHT,J.R. Ward,Gallery,The latest book in the Black Dagger Brotherhood series. Ahmare tries to save her brother while Duran finds temporary freedom.
2019,2019-01-27,6,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-01-27,7,UNTOUCHABLE,Jayne Ann Krentz,Berkley,"The third book in the Cutler, Sutter and Salinas series. Quinton Zane returns to dispose of Anson Salinas’s foster sons."
2019,2019-01-27,8,BIRD BOX,Josh Malerman,Ecco,Malorie must get her two young children 20 miles downriver to escape an unseen terror.
2019,2019-01-27,9,DAUGHTER OF WAR,Brad Taylor,Dutton,"Pike Logan takes on dangers involving North Korea, Syria and a substance called Red Mercury."
2019,2019-01-27,10,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-01-27,11,THE HOUSE NEXT DOOR,James Patterson,Grand Central,"Three stories: “The House Next Door” (written with Susan DiLallo), “The Killer’s Wife” (written with Max DiLallo) and “We. Are. Not. Alone” (written with Tim Arnold)."
2019,2019-01-27,12,THROUGH FIERY TRIALS,David Weber,Tor,The 10th book in the Safehold series. A temporary peace gives way as international alliances change.
2019,2019-01-27,13,THE BEST OF US,Robyn Carr,MIRA,The fourth book in the Sullivan’s Crossing series. Two women in the Culver family are confronted with opportunities for love in Colorado.
2019,2019-01-27,14,A DOG'S WAY HOME,W. Bruce Cameron,Forge,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.
2019,2019-01-27,15,VERSES FOR THE DEAD,Douglas Preston and Lincoln Child,Grand Central,Agents Pendergast and Coldmoon track a killer who removes hearts and leaves handwritten letters.
2019,2019-02-03,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2019,2019-02-03,2,LIAR LIAR,James Patterson and Candice Fox,"Little, Brown",Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.
2019,2019-02-03,3,THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
2019,2019-02-03,4,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.
2019,2019-02-03,5,TURNING POINT,Danielle Steel,Delacorte,Four American trauma doctors face difficult choices when they join a mass-casualty training program in Paris.
2019,2019-02-03,6,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
2019,2019-02-03,7,DEAL WITH THE DEVIL,Meghan March,Red Dress Press,The first book in the Forge trilogy. Jericho Forge goes after a new conquest.
2019,2019-02-03,8,ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,A young woman’s well-ordered life is disrupted by the I.T. guy from her office.
