year,week,rank,title,author
2017,2017-06-11,14,GOLDEN PREY,John Sandford
2017,2017-06-11,15,AMERICAN GODS,Neil Gaiman
2017,2017-06-18,1,COME SUNDOWN,Nora Roberts
2017,2017-06-18,2,NIGHTHAWK,Clive Cussler and Graham Brown
2017,2017-06-18,3,SHADOW REAPER,Christine Feehan
2017,2017-06-18,4,INTO THE WATER,Paula Hawkins
2017,2017-06-18,5,THE GIRL WITH THE MAKE-BELIEVE HUSBAND,Julia Quinn
2017,2017-06-18,6,WHITE HOT,Ilona Andrews
2017,2017-06-18,7,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-06-18,8,CURIOUS MINDS,Janet Evanovich and Phoef Sutton
2017,2017-06-18,9,DRAGON TEETH,Michael Crichton
2017,2017-06-18,10,THE FIX,David Baldacci
2017,2017-06-18,11,16TH SEDUCTION,James Patterson and Maxine Paetro
2017,2017-06-18,12,DYING BREATH,Heather Graham
2017,2017-06-18,13,NO MIDDLE NAME,Lee Child
2017,2017-06-18,14,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-06-18,15,NIGHT SCHOOL,Lee Child
2017,2017-06-25,1,CAMINO ISLAND,John Grisham
2017,2017-06-25,2,COME SUNDOWN,Nora Roberts
2017,2017-06-25,3,INTO THE WATER,Paula Hawkins
2017,2017-06-25,4,INDECENT EXPOSURE,Stuart Woods
2017,2017-06-25,5,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-06-25,6,LOVE STORY,Karen Kingsbury
2017,2017-06-25,7,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-06-25,8,SEE ME,Nicholas Sparks
2017,2017-06-25,9,DRAGON TEETH,Michael Crichton
2017,2017-06-25,10,THE FIX,David Baldacci
2017,2017-06-25,11,LILAC GIRLS,Martha Hall Kelly
2017,2017-06-25,12,MILK AND HONEY,Rupi Kaur
2017,2017-06-25,13,NIGHTHAWK,Clive Cussler and Graham Brown
2017,2017-06-25,14,NO MIDDLE NAME,Lee Child
2017,2017-06-25,15,A MAN CALLED OVE,Fredrik Backman
2017,2017-07-02,1,CAMINO ISLAND,John Grisham
2017,2017-07-02,2,THE IDENTICALS,Elin Hilderbrand
2017,2017-07-02,3,TOM CLANCY: POINT OF CONTACT,Mike Maden
2017,2017-07-02,4,COME SUNDOWN,Nora Roberts
2017,2017-07-02,5,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-07-02,6,THE FIX,David Baldacci
2017,2017-07-02,7,INTO THE WATER,Paula Hawkins
2017,2017-07-02,8,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-07-02,9,MILK AND HONEY,Rupi Kaur
2017,2017-07-02,10,DRAGON TEETH,Michael Crichton
2017,2017-07-02,11,LILAC GIRLS,Martha Hall Kelly
2017,2017-07-02,12,SEE ME,Nicholas Sparks
2017,2017-07-02,13,A MAN CALLED OVE,Fredrik Backman
2017,2017-07-02,14,NIGHTHAWK,Clive Cussler and Graham Brown
2017,2017-07-02,15,SILVER SILENCE,Nalini Singh
2017,2017-07-09,1,CAMINO ISLAND,John Grisham
2017,2017-07-09,2,DANGEROUS MINDS,Janet Evanovich
2017,2017-07-09,3,THE SILENT CORNER,Dean Koontz
2017,2017-07-09,4,THE IDENTICALS,Elin Hilderbrand
2017,2017-07-09,5,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-07-09,6,COME SUNDOWN,Nora Roberts
2017,2017-07-09,7,INTO THE WATER,Paula Hawkins
2017,2017-07-09,8,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-07-09,9,BEACH HOUSE FOR RENT,Mary Alice Monroe
2017,2017-07-09,10,MILK AND HONEY,Rupi Kaur
2017,2017-07-09,11,KISS CARLO,Adriana Trigiani
2017,2017-07-09,12,TOM CLANCY: POINT OF CONTACT,Mike Maden
2017,2017-07-09,13,LILAC GIRLS,Martha Hall Kelly
2017,2017-07-09,14,THE FORCE,Don Winslow
2017,2017-07-09,15,A MAN CALLED OVE,Fredrik Backman
2017,2017-07-16,1,CAMINO ISLAND,John Grisham
2017,2017-07-16,2,USE OF FORCE,Brad Thor
2017,2017-07-16,3,MURDER GAMES,James Patterson and Howard Roughan
2017,2017-07-16,4,THE DUCHESS,Danielle Steel
2017,2017-07-16,5,SEVEN STONES TO STAND OR FALL,Diana Gabaldon
2017,2017-07-16,6,THE IDENTICALS,Elin Hilderbrand
2017,2017-07-16,7,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-07-16,8,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-07-16,9,HIGH STAKES,Fern Michaels
2017,2017-07-16,10,INTO THE WATER,Paula Hawkins
2017,2017-07-16,11,BEHOLD THE DREAMERS,﻿Imbolo Mbue
2017,2017-07-16,12,SERENITY HARBOR,RaeAnne Thayne
2017,2017-07-16,13,THE DAY OF THE DUCHESS,Sarah MacLean
2017,2017-07-16,14,COME SUNDOWN,Nora Roberts
2017,2017-07-16,15,MILK AND HONEY,Rupi Kaur
2017,2017-07-23,1,CAMINO ISLAND,John Grisham
2017,2017-07-23,2,WIRED,Julie Garwood
2017,2017-07-23,3,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-07-23,4,MURDER GAMES,James Patterson and Howard Roughan
2017,2017-07-23,5,THE IDENTICALS,Elin Hilderbrand
2017,2017-07-23,6,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-07-23,7,USE OF FORCE,Brad Thor
2017,2017-07-23,8,THE HARD WAY,Lee Child
2017,2017-07-23,9,THE DUCHESS,Danielle Steel
2017,2017-07-23,10,INTO THE WATER,Paula Hawkins
2017,2017-07-23,11,THE BONE BED,Patricia Cornwell
2017,2017-07-23,12,MILK AND HONEY,Rupi Kaur
2017,2017-07-23,13,EVERYTHING I NEVER TOLD YOU,Celeste Ng
2017,2017-07-23,14,LILAC GIRLS,Martha Hall Kelly
2017,2017-07-23,15,A MAN CALLED OVE,Fredrik Backman
2017,2017-07-30,1,HOUSE OF SPIES,Daniel Silva
2017,2017-07-30,2,CAMINO ISLAND,John Grisham
2017,2017-07-30,3,THE WHISTLER,John Grisham
2017,2017-07-30,4,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-07-30,5,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-07-30,6,STILL LIFE,Louise Penny
2017,2017-07-30,7,THE IDENTICALS,Elin Hilderbrand
2017,2017-07-30,8,A GAME OF THRONES,George R.R. Martin
2017,2017-07-30,9,USE OF FORCE,Brad Thor
2017,2017-07-30,10,MURDER GAMES,James Patterson and Howard Roughan
2017,2017-07-30,11,MILK AND HONEY,Rupi Kaur
2017,2017-07-30,12,THE GUNSLINGER,Stephen King
2017,2017-07-30,13,TWO NIGHTS,Kathy Reichs
2017,2017-07-30,14,INTO THE WATER,Paula Hawkins
2017,2017-07-30,15,SECRETS OF THE TULIP SISTERS,Susan Mallery
2017,2017-08-06,1,THE LATE SHOW,Michael Connelly
2017,2017-08-06,2,THE WHISTLER,John Grisham
2017,2017-08-06,3,CAMINO ISLAND,John Grisham
2017,2017-08-06,4,HOUSE OF SPIES,Daniel Silva
2017,2017-08-06,5,BEAUTIFUL MISTAKE,Vi Keeland
2017,2017-08-06,6,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-08-06,7,A GAME OF THRONES,George R.R. Martin
2017,2017-08-06,8,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-08-06,9,THE GUNSLINGER,Stephen King
2017,2017-08-06,10,MILK AND HONEY,Rupi Kaur
2017,2017-08-06,11,LILAC GIRLS,Martha Hall Kelly
2017,2017-08-06,12,THE IDENTICALS,Elin Hilderbrand
2017,2017-08-06,13,LOOK BEHIND YOU,Iris Johansen and Roy Johansen
2017,2017-08-06,14,USE OF FORCE,Brad Thor
2017,2017-08-06,15,MURDER GAMES,James Patterson and Howard Roughan
2017,2017-08-13,1,THE LATE SHOW,Michael Connelly
2017,2017-08-13,2,THE WHISTLER,John Grisham
2017,2017-08-13,3,WILDFIRE,Ilona Andrews
2017,2017-08-13,4,CAMINO ISLAND,John Grisham
2017,2017-08-13,5,HOUSE OF SPIES,Daniel Silva
2017,2017-08-13,6,READY PLAYER ONE,Ernest Cline
2017,2017-08-13,7,PARADISE VALLEY,C J. Box
2017,2017-08-13,8,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-08-13,9,THE LYING GAME,Ruth Ware
2017,2017-08-13,10,THE MOORES ARE MISSING,James Patterson and others
2017,2017-08-13,11,MURDER GAMES,James Patterson and Howard Roughan
2017,2017-08-13,12,MILK AND HONEY,Rupi Kaur
2017,2017-08-13,13,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-08-13,14,OMINOUS,"Lisa Jackson, Nancy Bush and Rosalind Noonan"
2017,2017-08-13,15,FATAL THREAT,Marie Force
2017,2017-08-20,1,THE MEDICAL EXAMINER,James Patterson with Maxine Paetro
2017,2017-08-20,2,THE LATE SHOW,Michael Connelly
2017,2017-08-20,3,THE WHISTLER,John Grisham
2017,2017-08-20,4,CAMINO ISLAND,John Grisham
2017,2017-08-20,5,THE GUNSLINGER,Stephen King
2017,2017-08-20,6,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-08-20,7,READY PLAYER ONE,Ernest Cline
2017,2017-08-20,8,HOUSE OF SPIES,Daniel Silva
2017,2017-08-20,9,THE LYING GAME,Ruth Ware
2017,2017-08-20,10,MILK AND HONEY,Rupi Kaur
2017,2017-08-20,11,CRIME SCENE,Jonathan Kellerman and Jesse Kellerman
2017,2017-08-20,12,LILAC GIRLS,Martha Hall Kelly
2017,2017-08-20,13,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-08-20,14,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-08-20,15,ECHOES IN DEATH,J. D. Robb
2017,2017-08-27,1,ANY DREAM WILL DO,Debbie Macomber
2017,2017-08-27,2,THE GOOD DAUGHTER,Karin Slaughter
2017,2017-08-27,3,THE LATE SHOW,Michael Connelly
2017,2017-08-27,4,THE WHISTLER,John Grisham
2017,2017-08-27,5,BARELY LEGAL,Stuart Woods and Parnell Hall
2017,2017-08-27,6,CAMINO ISLAND,John Grisham
2017,2017-08-27,7,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-08-27,8,THE GUNSLINGER,Stephen King
2017,2017-08-27,9,THE LAST TUDOR,Philippa Gregory
2017,2017-08-27,10,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-08-27,11,MILK AND HONEY,Rupi Kaur
2017,2017-08-27,12,READY PLAYER ONE,Ernest Cline
2017,2017-08-27,13,THE LYING GAME,Ruth Ware
2017,2017-08-27,14,LILAC GIRLS,Martha Hall Kelly
2017,2017-08-27,15,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-09-03,1,SEEING RED,Sandra Brown
2017,2017-09-03,2,THE STORE,James Patterson and Richard DiLallo
2017,2017-09-03,3,I KNOW A SECRET,Tess Gerritsen
2017,2017-09-03,4,THE LATE SHOW,Michael Connelly
2017,2017-09-03,5,THE WHISTLER,John Grisham
2017,2017-09-03,6,CAMINO ISLAND,John Grisham
2017,2017-09-03,7,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-09-03,8,EXPOSED,Lisa Scottoline
2017,2017-09-03,9,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-09-03,10,MILK AND HONEY,Rupi Kaur
2017,2017-09-03,11,THE STONE SKY,N. K. Jemisin
2017,2017-09-03,12,THE STORIED LIFE OF A. J. FIKRY,Gabrielle Zevin
2017,2017-09-03,13,READY PLAYER ONE,Ernest Cline
2017,2017-09-03,14,A GAME OF THRONES,George R.R. Martin
2017,2017-09-03,15,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-09-10,1,Y IS FOR YESTERDAY,Sue Grafton
2017,2017-09-10,2,SEEING RED,Sandra Brown
2017,2017-09-10,3,THE STORE,James Patterson and Richard DiLallo
2017,2017-09-10,4,THE WHISTLER,John Grisham
2017,2017-09-10,5,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-09-10,6,YOU SAY IT FIRST,Susan Mallery
2017,2017-09-10,7,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-09-10,8,THE DUCHESS DEAL,Tessa Dare
2017,2017-09-10,9,THE LATE SHOW,Michael Connelly
2017,2017-09-10,10,CAMINO ISLAND,John Grisham
2017,2017-09-10,11,DRUNK DIAL,Penelope Ward
2017,2017-09-10,12,MILK AND HONEY,Rupi Kaur
2017,2017-09-10,13,A GAME OF THRONES,George R.R. Martin
2017,2017-09-10,14,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-09-10,15,IT,Stephen King
2017,2017-09-17,1,GLASS HOUSES,Louise Penny
2017,2017-09-17,2,THE RIGHT TIME,Danielle Steel
2017,2017-09-17,3,SHATTERED,Helen Hardt
2017,2017-09-17,4,Y IS FOR YESTERDAY,Sue Grafton
2017,2017-09-17,5,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-09-17,6,THE WHISTLER,John Grisham
2017,2017-09-17,7,A GAME OF THRONES,George R.R. Martin
2017,2017-09-17,8,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-09-17,9,SEEING RED,Sandra Brown
2017,2017-09-17,10,MY ABSOLUTE DARLING,Gabriel Tallent
2017,2017-09-17,11,IT,Stephen King
2017,2017-09-17,12,CAMINO ISLAND,John Grisham
2017,2017-09-17,13,MILK AND HONEY,Rupi Kaur
2017,2017-09-17,14,THE STORE,James Patterson and Richard DiLallo
2017,2017-09-17,15,LILAC GIRLS,Martha Hall Kelly
2017,2017-09-24,1,SECRETS IN DEATH,J.D. Robb
2017,2017-09-24,2,ENEMY OF THE STATE,Kyle Mills
2017,2017-09-24,3,A LEGACY OF SPIES,John le Carré
2017,2017-09-24,4,IT,Stephen King
2017,2017-09-24,5,DARK LEGACY,Christine Feehan
2017,2017-09-24,6,Y IS FOR YESTERDAY,Sue Grafton
2017,2017-09-24,7,THE WESTERN STAR,Craig Johnson
2017,2017-09-24,8,PROOF OF LIFE,J. A. Jance
2017,2017-09-24,9,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-09-24,10,GLASS HOUSES,Louise Penny
2017,2017-09-24,11,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-09-24,12,THE WHISTLER,John Grisham
2017,2017-09-24,13,THE RIGHT TIME,Danielle Steel
2017,2017-09-24,14,OUTLANDER,Diana Gabaldon
2017,2017-09-24,15,TURBO TWENTY-THREE,Janet Evanovich
2017,2017-10-01,1,A COLUMN OF FIRE,Ken Follett
2017,2017-10-01,2,IT,Stephen King
2017,2017-10-01,3,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz
2017,2017-10-01,4,ENIGMA,Catherine Coulter
2017,2017-10-01,5,THE ROMANOV RANSOM,Clive Cussler and Robin Burcell
2017,2017-10-01,6,ENEMY OF THE STATE,Kyle Mills
2017,2017-10-01,7,SECRETS IN DEATH,J.D. Robb
2017,2017-10-01,8,LITTLE FIRES EVERYWHERE,Celeste Ng
2017,2017-10-01,9,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-10-01,10,A LEGACY OF SPIES,John le Carré
2017,2017-10-01,11,Y IS FOR YESTERDAY,Sue Grafton
2017,2017-10-01,12,TURBO TWENTY-THREE,Janet Evanovich
2017,2017-10-01,13,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-10-01,14,THE HANGMAN'S SONNET,Reed Farrel Coleman
2017,2017-10-01,15,AMERICAN ASSASSIN,Vince Flynn
2017,2017-10-08,1,THE CUBAN AFFAIR,Nelson DeMille
2017,2017-10-08,2,IT,Stephen King
2017,2017-10-08,3,HAUNTED,James Patterson and James O. Born
2017,2017-10-08,4,A COLUMN OF FIRE,Ken Follett
2017,2017-10-08,5,TO BE WHERE YOU ARE,Jan Karon
2017,2017-10-08,6,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz
2017,2017-10-08,7,A LEGACY OF SPIES,John le Carré
2017,2017-10-08,8,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-10-08,9,ENEMY OF THE STATE,Kyle Mills
2017,2017-10-08,10,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-10-08,11,LITTLE FIRES EVERYWHERE,Celeste Ng
2017,2017-10-08,12,WICKED DEEDS,Heather Graham
2017,2017-10-08,13,SECRETS IN DEATH,J.D. Robb
2017,2017-10-08,14,THE WOMAN IN CABIN 10,Ruth Ware
2017,2017-10-08,15,ADULTOLESCENCE,Gabbie Hanna
2017,2017-10-15,1,SLEEPING BEAUTIES,Stephen King and Owen King
2017,2017-10-15,2,DON'T LET GO,Harlan Coben
2017,2017-10-15,3,IT,Stephen King
2017,2017-10-15,4,A COLUMN OF FIRE,Ken Follett
2017,2017-10-15,5,THE CUBAN AFFAIR,Nelson DeMille
2017,2017-10-15,6,SECOND CHANCE GIRL, Susan Mallery
2017,2017-10-15,7,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz
2017,2017-10-15,8,SUGAR PINE TRAIL,RaeAnne Thayne
2017,2017-10-15,9,HAUNTED,James Patterson and James O. Born
2017,2017-10-15,10,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-10-15,11,ARCHANGEL'S VIPER,Nalini Singh
2017,2017-10-15,12,IMMORTALLY YOURS,Lynsay Sands
2017,2017-10-15,13,THE LATE SHOW,Michael Connelly
2017,2017-10-15,14,LITTLE FIRES EVERYWHERE,Celeste Ng
2017,2017-10-15,15,ENEMY OF THE STATE,Kyle Mills
2017,2017-10-22,1,ORIGIN,Dan Brown
2017,2017-10-22,2,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-10-22,3,SLEEPING BEAUTIES,Stephen King and Owen King
2017,2017-10-22,4,IT,Stephen King
2017,2017-10-22,5,THE CUBAN AFFAIR,Nelson DeMille
2017,2017-10-22,6,MANHATTAN BEACH,Jennifer Egan
2017,2017-10-22,7,DON'T LET GO,Harlan Coben
2017,2017-10-22,8,A COLUMN OF FIRE,Ken Follett
2017,2017-10-22,9,MERRY AND BRIGHT,Debbie Macomber
2017,2017-10-22,10,WITHOUT MERIT,Colleen Hoover
2017,2017-10-22,11,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz
2017,2017-10-22,12,LITTLE FIRES EVERYWHERE,Celeste Ng
2017,2017-10-22,13,WINTER SOLSTICE,Elin Hilderbrand
2017,2017-10-22,14,HAUNTED,James Patterson and James O. Born
2017,2017-10-22,15,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-10-29,1,ORIGIN,Dan Brown
2017,2017-10-29,2,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-10-29,3,FAIRYTALE,Danielle Steel
2017,2017-10-29,4,THE NIGHTINGALE,Kristin Hannah
2017,2017-10-29,5,IT,Stephen King
2017,2017-10-29,6,THE CUBAN AFFAIR,Nelson DeMille
2017,2017-10-29,7,SLEEPING BEAUTIES,Stephen King and Owen King
2017,2017-10-29,8,A COLUMN OF FIRE,Ken Follett
2017,2017-10-29,9,DON'T LET GO,Harlan Coben
2017,2017-10-29,10,THE RULES OF MAGIC,Alice Hoffman
2017,2017-10-29,11,YOU DO SOMETHING TO ME,Bella Andre
2017,2017-10-29,12,MANHATTAN BEACH,Jennifer Egan
2017,2017-10-29,13,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz
2017,2017-10-29,14,MILK AND HONEY,Rupi Kaur
2017,2017-10-29,15,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-11-05,1,ORIGIN,Dan Brown
2017,2017-11-05,2,DEEP FREEZE,John Sandford
2017,2017-11-05,3,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-11-05,4,IT,Stephen King
2017,2017-11-05,5,THE SNOWMAN,Jo Nesbo
2017,2017-11-05,6,FAIRYTALE,Danielle Steel
2017,2017-11-05,7,THE CUBAN AFFAIR,Nelson DeMille
2017,2017-11-05,8,DON'T LET GO,Harlan Coben
2017,2017-11-05,9,UNCOMMON TYPE,Tom Hanks
2017,2017-11-05,10,A COLUMN OF FIRE,Ken Follett
2017,2017-11-05,11,SLEEPING BEAUTIES,Stephen King and Owen King
2017,2017-11-05,12,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-11-05,13,MILK AND HONEY,Rupi Kaur
2017,2017-11-05,14,MANHATTAN BEACH,Jennifer Egan
2017,2017-11-05,15,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz
2017,2017-11-12,1,THE ROOSTER BAR,John Grisham
2017,2017-11-12,2,ORIGIN,Dan Brown
2017,2017-11-12,3,QUICK & DIRTY,Stuart Woods
2017,2017-11-12,4,DEEP FREEZE,John Sandford
2017,2017-11-12,5,LEOPARD'S BLOOD,Christine Feehan
2017,2017-11-12,6,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-11-12,7,MILK AND HONEY,Rupi Kaur
2017,2017-11-12,8,MIND GAME,Iris Johansen
2017,2017-11-12,9,A COLUMN OF FIRE,Ken Follett
2017,2017-11-12,10,IT,Stephen King
2017,2017-11-12,11,THE CUBAN AFFAIR,Nelson DeMille
2017,2017-11-12,12,SEEING RED,Sandra Brown
2017,2017-11-12,13,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-11-12,14,THE GIRL WHO TAKES AN EYE FOR AN EYE,David Lagercrantz
2017,2017-11-12,15,THE SNOWMAN,Jo Nesbo
2017,2017-11-19,1,TWO KINDS OF TRUTH,Michael Connelly
2017,2017-11-19,2,THE ROOSTER BAR,John Grisham
2017,2017-11-19,3,ORIGIN,Dan Brown
2017,2017-11-19,4,THE HANDMAID'S TALE,Margaret Atwood
2017,2017-11-19,5,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-11-19,6,DEEP FREEZE,John Sandford
2017,2017-11-19,7,WILDE IN LOVE,Eloisa James
2017,2017-11-19,8,TWIN PEAKS: THE FINAL DOSSIER,Mark Frost
2017,2017-11-19,9,IT,Stephen King
2017,2017-11-19,10,MILK AND HONEY,Rupi Kaur
2017,2017-11-19,11,LEOPARD'S BLOOD,Christine Feehan
2017,2017-11-19,12,BEFORE WE WERE YOURS,Lisa Wingate
2017,2017-11-19,13,A COLUMN OF FIRE,Ken Follett
2017,2017-11-19,14,WYOMING WINTER,Diana Palmer
2017,2017-11-19,15,UNCOMMON TYPE,Tom Hanks
2017,2017-11-26,1,THE MIDNIGHT LINE,Lee Child
2017,2017-11-26,2,THE ROOSTER BAR,John Grisham
2017,2017-11-26,3,ORIGIN,Dan Brown
2017,2017-11-26,4,TWO KINDS OF TRUTH,Michael Connelly
2017,2017-11-26,5,TYPHOON FURY,Clive Cussler and Boyd Morrison
2017,2017-11-26,6,EVERY BREATH YOU TAKE,Mary Higgins Clark and Alafair Burke
2017,2017-11-26,7,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-11-26,8,SOMEONE TO WED,Mary Balogh
2017,2017-11-26,9,THE HOUSE OF UNEXPECTED SISTERS,Alexander McCall Smith
2017,2017-11-26,10,THE NOEL DIARY,Richard Paul Evans
2017,2017-11-26,11,COMPLICATED,Kristen Ashley
2017,2017-11-26,12,DEEP FREEZE,John Sandford
2017,2017-11-26,13,MILK AND HONEY,Rupi Kaur
2017,2017-11-26,14,IN THIS MOMENT,Karen Kingsbury
2017,2017-11-26,15,IT,Stephen King
2017,2017-12-03,1,HARDCORE TWENTY-FOUR,Janet Evanovich
2017,2017-12-03,2,OATHBRINGER,Brandon Sanderson
2017,2017-12-03,3,END GAME,David Baldacci
2017,2017-12-03,4,THE MIDNIGHT LINE,Lee Child
2017,2017-12-03,5,THE ROOSTER BAR,John Grisham
2017,2017-12-03,6,ARTEMIS,Andy Weir
2017,2017-12-03,7,ORIGIN,Dan Brown
2017,2017-12-03,8,TWO KINDS OF TRUTH,Michael Connelly
2017,2017-12-03,9,COUNT TO TEN,James Patterson and Ashwin Sanghi
2017,2017-12-03,10,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-12-03,11,MILK AND HONEY,Rupi Kaur
2017,2017-12-03,12,THE SILENT CORNER,Dean Koontz
2017,2017-12-03,13,TYPHOON FURY,Clive Cussler and Boyd Morrison
2017,2017-12-03,14,DEFIANT QUEEN,Meghan March
2017,2017-12-03,15,EVERY BREATH YOU TAKE,Mary Higgins Clark and Alafair Burke
2017,2017-12-10,1,THE PEOPLE VS. ALEX CROSS,James Patterson
2017,2017-12-10,2,THE MIDNIGHT LINE,Lee Child
2017,2017-12-10,3,THE ROOSTER BAR,John Grisham
2017,2017-12-10,4,ORIGIN,Dan Brown
2017,2017-12-10,5,HARDCORE TWENTY-FOUR,Janet Evanovich
2017,2017-12-10,6,END GAME,David Baldacci
2017,2017-12-10,7,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-12-10,8,TWO KINDS OF TRUTH,Michael Connelly
2017,2017-12-10,9,ARTEMIS,Andy Weir
2017,2017-12-10,10,OATHBRINGER,Brandon Sanderson
2017,2017-12-10,11,THE WHISPERING ROOM,Dean Koontz
2017,2017-12-10,12,MILK AND HONEY,Rupi Kaur
2017,2017-12-10,13,IT,Stephen King
2017,2017-12-10,14,A COLUMN OF FIRE,Ken Follett
2017,2017-12-10,15,LITTLE FIRES EVERYWHERE,Celeste Ng
2017,2017-12-17,1,DARKER,E.L. James
2017,2017-12-17,2,THE ROOSTER BAR,John Grisham
2017,2017-12-17,3,ORIGIN,Dan Brown
2017,2017-12-17,4,THE MIDNIGHT LINE,Lee Child
2017,2017-12-17,5,THE PEOPLE VS. ALEX CROSS,James Patterson
2017,2017-12-17,6,TOM CLANCY POWER AND EMPIRE,Marc Cameron
2017,2017-12-17,7,PAST PERFECT,Danielle Steel
2017,2017-12-17,8,END GAME,David Baldacci
2017,2017-12-17,9,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-12-17,10,HARDCORE TWENTY-FOUR,Janet Evanovich
2017,2017-12-17,11,MILK AND HONEY,Rupi Kaur
2017,2017-12-17,12,TWO KINDS OF TRUTH,Michael Connelly
2017,2017-12-17,13,ARTEMIS,Andy Weir
2017,2017-12-17,14,OATHBRINGER,Brandon Sanderson
2017,2017-12-17,15,LITTLE FIRES EVERYWHERE,Celeste Ng
2017,2017-12-24,1,YEAR ONE,Nora Roberts
2017,2017-12-24,2,ORIGIN,Dan Brown
2017,2017-12-24,3,THE ROOSTER BAR,John Grisham
2017,2017-12-24,4,DARKER,E.L. James
2017,2017-12-24,5,THE MIDNIGHT LINE,Lee Child
2017,2017-12-24,6,THE PEOPLE VS. ALEX CROSS,James Patterson
2017,2017-12-24,7,END GAME,David Baldacci
2017,2017-12-24,8,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-12-24,9,ARTEMIS,Andy Weir
2017,2017-12-24,10,THE DEMON CROWN,James Rollins
2017,2017-12-24,11,MILK AND HONEY,Rupi Kaur
2017,2017-12-24,12,HARDCORE TWENTY-FOUR,Janet Evanovich
2017,2017-12-24,13,PERSEPOLIS RISING,James S. A. Corey
2017,2017-12-24,14,TOM CLANCY POWER AND EMPIRE,Marc Cameron
2017,2017-12-24,15,LITTLE FIRES EVERYWHERE,Celeste Ng
2017,2017-12-31,1,THE ROOSTER BAR,John Grisham
2017,2017-12-31,2,ORIGIN,Dan Brown
2017,2017-12-31,3,THE SUN AND HER FLOWERS,Rupi Kaur
2017,2017-12-31,4,DARKER,E.L. James
2017,2017-12-31,5,THE PEOPLE VS. ALEX CROSS,James Patterson
2017,2017-12-31,6,THE MIDNIGHT LINE,Lee Child
2017,2017-12-31,7,MILK AND HONEY,Rupi Kaur
2017,2017-12-31,8,YEAR ONE,Nora Roberts
2017,2017-12-31,9,END GAME,David Baldacci
2017,2017-12-31,10,ARTEMIS,Andy Weir
