year,week,rank,title,author
2011,2011-08-21,10,SAFE HAVEN,Nicholas Sparks
2011,2011-08-21,11,SARAH’S KEY,Tatiana de Rosnay
2011,2011-08-21,12,WATER FOR ELEPHANTS,Sara Gruen
2011,2011-08-21,13,ONE DAY,David Nicholls
2011,2011-08-21,14,GHOST STORY,Jim Butcher
2011,2011-08-21,15,PORTRAIT OF A SPY,Daniel Silva
2011,2011-08-28,1,THE HELP,Kathryn Stockett
2011,2011-08-28,2,THE IDEAL MAN,Julie Garwood
2011,2011-08-28,3,NOW YOU SEE HER,James Patterson and Michael Ledwidge
2011,2011-08-28,4,UNTIL PROVEN GUILTY,J. A. Jance
2011,2011-08-28,5,ONE DAY,David Nicholls
2011,2011-08-28,6,A GAME OF THRONES,George R.R. Martin
2011,2011-08-28,7,A DANCE WITH DRAGONS,George R. R. Martin
2011,2011-08-28,8,FULL BLACK,Brad Thor
2011,2011-08-28,9,SARAH’S KEY,Tatiana de Rosnay
2011,2011-08-28,10,THE CONFESSION,John Grisham
2011,2011-08-28,11,SAFE HAVEN,Nicholas Sparks
2011,2011-08-28,12,VICTORY AND HONOR,W. E. B. Griffin and William E. Butterworth IV
2011,2011-08-28,13,STEALING FACES,Michael Prescott
2011,2011-08-28,14,WATER FOR ELEPHANTS,Sara Gruen
2011,2011-08-28,15,COLD VENGEANCE,Douglas Preston and Lincoln Child
2011,2011-09-04,1,THE HELP,Kathryn Stockett
2011,2011-09-04,2,SECOND SON,Lee Child
2011,2011-09-04,3,ONE DAY,David Nicholls
2011,2011-09-04,4,SARAH’S KEY,Tatiana de Rosnay
2011,2011-09-04,5,NOW YOU SEE HER,James Patterson and Michael Ledwidge
2011,2011-09-04,6,A DANCE WITH DRAGONS,George R. R. Martin
2011,2011-09-04,7,SAFE HAVEN,Nicholas Sparks
2011,2011-09-04,8,A GAME OF THRONES,George R.R. Martin
2011,2011-09-04,9,THE CONFESSION,John Grisham
2011,2011-09-04,10,WATER FOR ELEPHANTS,Sara Gruen
2011,2011-09-04,11,UNTIL PROVEN GUILTY,J. A. Jance
2011,2011-09-04,12,THE OMEN MACHINE,Terry Goodkind
2011,2011-09-04,13,STEALING FACES,Michael Prescott
2011,2011-09-04,14,FULL BLACK,Brad Thor
2011,2011-09-04,15,A CLASH OF KINGS,George R.R. Martin
2011,2011-09-11,1,THE HELP,Kathryn Stockett
2011,2011-09-11,2,BLIND FAITH,CJ Lyons
2011,2011-09-11,3,SECOND SON,Lee Child
2011,2011-09-11,4,WATER FOR ELEPHANTS,Sara Gruen
2011,2011-09-11,5,FLASH AND BONES,Kathy Reichs
2011,2011-09-11,6,ONE DAY,David Nicholls
2011,2011-09-11,7,THE ABBEY,Chris Culver
2011,2011-09-11,8,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-09-11,9,SARAH’S KEY,Tatiana de Rosnay
2011,2011-09-11,10,A GAME OF THRONES,George R.R. Martin
2011,2011-09-11,11,NOW YOU SEE HER,James Patterson and Michael Ledwidge
2011,2011-09-11,12,UNTIL PROVEN GUILTY,J. A. Jance
2011,2011-09-11,13,A DANCE WITH DRAGONS,George R. R. Martin
2011,2011-09-11,14,THE CONFESSION,John Grisham
2011,2011-09-11,15,HEARTS AFLAME,Johanna Lindsey
2011,2011-09-18,1,THE HELP,Kathryn Stockett
2011,2011-09-18,2,KILL ME IF YOU CAN,James Patterson and Marshall Karp
2011,2011-09-18,3,1105 YAKIMA STREET,Debbie Macomber
2011,2011-09-18,4,BLIND FAITH,CJ Lyons
2011,2011-09-18,5,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-09-18,6,THE ABBEY,Chris Culver
2011,2011-09-18,7,THE LINCOLN LAWYER,Michael Connelly
2011,2011-09-18,8,CANYONS OF NIGHT,Jayne Castle
2011,2011-09-18,9,SARAH’S KEY,Tatiana de Rosnay
2011,2011-09-18,10,ONE DAY,David Nicholls
2011,2011-09-18,11,SECOND SON,Lee Child
2011,2011-09-18,12,ONLY YOURS,Susan Mallery
2011,2011-09-18,13,ONE GRAVE AT A TIME,Jeaniene Frost
2011,2011-09-18,14,A DANCE WITH DRAGONS,George R. R. Martin
2011,2011-09-18,15,VISCOUNT BRECKENRIDGE TO THE RESCUE,Stephanie Laurens
2011,2011-09-25,1,THE HELP,Kathryn Stockett
2011,2011-09-25,2,KILL ME IF YOU CAN,James Patterson and Marshall Karp
2011,2011-09-25,3,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-09-25,4,BLIND FAITH,CJ Lyons
2011,2011-09-25,5,MILE 81,Stephen King
2011,2011-09-25,6,1105 YAKIMA STREET,Debbie Macomber
2011,2011-09-25,7,THE ABBEY,Chris Culver
2011,2011-09-25,8,DARK PREDATOR,Christine Feehan
2011,2011-09-25,9,THE RACE,Clive Cussler and Justin Scott
2011,2011-09-25,10,ENVY,J.R. Ward
2011,2011-09-25,11,SARAH’S KEY,Tatiana de Rosnay
2011,2011-09-25,12,PREY,Linda Howard
2011,2011-09-25,13,THE BLACK ICE,Michael Connelly
2011,2011-09-25,14,A DANCE WITH DRAGONS,George R. R. Martin
2011,2011-09-25,15,A GAME OF THRONES,George R.R. Martin
2011,2011-10-02,1,THE HELP,Kathryn Stockett
2011,2011-10-02,2,NEW YORK TO DALLAS,J. D. Robb
2011,2011-10-02,3,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-10-02,4,KILL ME IF YOU CAN,James Patterson and Marshall Karp
2011,2011-10-02,5,THE NIGHT CIRCUS,Erin Morgenstern
2011,2011-10-02,6,THE BLACK ICE,Michael Connelly
2011,2011-10-02,7,THE ABBEY,Chris Culver
2011,2011-10-02,8,BLIND FAITH,CJ Lyons
2011,2011-10-02,9,1105 YAKIMA STREET,Debbie Macomber
2011,2011-10-02,10,A THOUSAND TOMORROWS,Karen Kingsbury
2011,2011-10-02,11,MILE 81,Stephen King
2011,2011-10-02,12,ROBERT B. PARKER’S KILLING THE BLUES,Michael Brandman
2011,2011-10-02,13,SARAH’S KEY,Tatiana de Rosnay
2011,2011-10-02,14,GODDESS OF VENGEANCE,Jackie Collins
2011,2011-10-02,15,SILENT RUN,Barbara Freethy
2011,2011-10-09,1,THE HELP,Kathryn Stockett
2011,2011-10-09,2,LETHAL,Sandra Brown
2011,2011-10-09,3,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-10-09,4,HEAT RISES,Richard Castle
2011,2011-10-09,5,SON OF STONE,Stuart Woods
2011,2011-10-09,6,THE ABBEY,Chris Culver
2011,2011-10-09,7,LISTEN TO YOUR HEART,Fern Michaels
2011,2011-10-09,8,KILL ME IF YOU CAN,James Patterson and Marshall Karp
2011,2011-10-09,9,THE NIGHT CIRCUS,Erin Morgenstern
2011,2011-10-09,10,NEW YORK TO DALLAS,J. D. Robb
2011,2011-10-09,11,REAMDE,Neal Stephenson
2011,2011-10-09,12,THE BLACK ICE,Michael Connelly
2011,2011-10-09,13,SARAH’S KEY,Tatiana de Rosnay
2011,2011-10-09,14,1105 YAKIMA STREET,Debbie Macomber
2011,2011-10-09,15,BLIND FAITH,CJ Lyons
2011,2011-10-16,1,THE AFFAIR,Lee Child
2011,2011-10-16,2,THE HELP,Kathryn Stockett
2011,2011-10-16,3,1225 CHRISTMAS TREE LANE,Debbie Macomber
2011,2011-10-16,4,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-10-16,5,LETHAL,Sandra Brown
2011,2011-10-16,6,THE ABBEY,Chris Culver
2011,2011-10-16,7,FEAST DAY OF FOOLS,James Lee Burke
2011,2011-10-16,8,ONLY HIS,Susan Mallery
2011,2011-10-16,9,THE NIGHT CIRCUS,Erin Morgenstern
2011,2011-10-16,10,KILL ME IF YOU CAN,James Patterson and Marshall Karp
2011,2011-10-16,11,SUICIDE RUN,Michael Connelly
2011,2011-10-16,12,MIRACLE CURE,Harlan Coben
2011,2011-10-16,13,THE DARKEST SURRENDER,Gena Showalter
2011,2011-10-16,14,IN PURSUIT OF ELIZA CYNSTER,Stephanie Laurens
2011,2011-10-16,15,NEW YORK TO DALLAS,J. D. Robb
2011,2011-10-23,1,THE HELP,Kathryn Stockett
2011,2011-10-23,2,SHOCK WAVE,John Sandford
2011,2011-10-23,3,THE AFFAIR,Lee Child
2011,2011-10-23,4,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-10-23,5,CAN YOU KEEP A SECRET?,Sophie Kinsella
2011,2011-10-23,6,LETHAL,Sandra Brown
2011,2011-10-23,7,THE ABBEY,Chris Culver
2011,2011-10-23,8,CROSS FIRE,James Patterson
2011,2011-10-23,9,KILL ME IF YOU CAN,James Patterson and Marshall Karp
2011,2011-10-23,10,SURVIVORS,"James Wesley, Rawles"
2011,2011-10-23,11,THE NIGHT CIRCUS,Erin Morgenstern
2011,2011-10-23,12,MIRACLE CURE,Harlan Coben
2011,2011-10-23,13,SUICIDE RUN,Michael Connelly
2011,2011-10-23,14,1225 CHRISTMAS TREE LANE,Debbie Macomber
2011,2011-10-23,15,A KILLING TIDE,P. J. Alderman
2011,2011-10-30,1,THE BEST OF ME,Nicholas Sparks
2011,2011-10-30,2,THE HELP,Kathryn Stockett
2011,2011-10-30,3,THE AFFAIR,Lee Child
2011,2011-10-30,4,THE MARRIAGE PLOT,Jeffrey Eugenides
2011,2011-10-30,5,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-10-30,6,SHOCK WAVE,John Sandford
2011,2011-10-30,7,SNUFF,Terry Pratchett
2011,2011-10-30,8,LETHAL,Sandra Brown
2011,2011-10-30,9,CAN YOU KEEP A SECRET?,Sophie Kinsella
2011,2011-10-30,10,THE ABBEY,Chris Culver
2011,2011-10-30,11,CROSS FIRE,James Patterson
2011,2011-10-30,12,A KILLING TIDE,P. J. Alderman
2011,2011-10-30,13,KILL ME IF YOU CAN,James Patterson and Marshall Karp
2011,2011-10-30,14,THE NIGHT CIRCUS,Erin Morgenstern
2011,2011-10-30,15,SUICIDE RUN,Michael Connelly
2011,2011-11-06,1,THE BEST OF ME,Nicholas Sparks
2011,2011-11-06,2,BONNIE,Iris Johansen
2011,2011-11-06,3,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo
2011,2011-11-06,4,THE HELP,Kathryn Stockett
2011,2011-11-06,5,THE AFFAIR,Lee Child
2011,2011-11-06,6,CAN YOU KEEP A SECRET?,Sophie Kinsella
2011,2011-11-06,7,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-11-06,8,SHOCK WAVE,John Sandford
2011,2011-11-06,9,THE ABBEY,Chris Culver
2011,2011-11-06,10,THE MARRIAGE PLOT,Jeffrey Eugenides
2011,2011-11-06,11,THE TEHRAN INITIATIVE,Joel C. Rosenberg
2011,2011-11-06,12,LETHAL,Sandra Brown
2011,2011-11-06,13,WIRED,Douglas E. Richards
2011,2011-11-06,14,THE SENSE OF AN ENDING,Julian Barnes
2011,2011-11-06,15,THE LADY OF THE RIVERS,Philippa Gregory
2011,2011-11-13,1,THE LITIGATORS,John Grisham
2011,2011-11-13,2,THE BEST OF ME,Nicholas Sparks
2011,2011-11-13,3,1Q84,Haruki Murakami
2011,2011-11-13,4,THE HELP,Kathryn Stockett
2011,2011-11-13,5,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo
2011,2011-11-13,6,BRING ME HOME FOR CHRISTMAS,Robyn Carr
2011,2011-11-13,7,THE AFFAIR,Lee Child
2011,2011-11-13,8,BONEMAN'S DAUGHTERS,Ted Dekker
2011,2011-11-13,9,CAN YOU KEEP A SECRET?,Sophie Kinsella
2011,2011-11-13,10,THE SNOW ANGEL,Glenn Beck
2011,2011-11-13,11,THE ABBEY,Chris Culver
2011,2011-11-13,12,THE MILL RIVER RECLUSE,Darcie Chan
2011,2011-11-13,13,SHOCK WAVE,John Sandford
2011,2011-11-13,14,THE NIGHT ETERNAL,Guillermo del Toro and Chuck Hogan
2011,2011-11-13,15,THE MARRIAGE PLOT,Jeffrey Eugenides
2011,2011-11-20,1,ZERO DAY,David Baldacci
2011,2011-11-20,2,THE NEXT ALWAYS,Nora Roberts
2011,2011-11-20,3,THE LITIGATORS,John Grisham
2011,2011-11-20,4,THE BEST OF ME,Nicholas Sparks
2011,2011-11-20,5,HOTEL VENDOME,Danielle Steel
2011,2011-11-20,6,THE HELP,Kathryn Stockett
2011,2011-11-20,7,ANGLE OF INVESTIGATION,Michael Connelly
2011,2011-11-20,8,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo
2011,2011-11-20,9,THE GUARDIAN,Sherrilyn Kenyon
2011,2011-11-20,10,ONLY US,Susan Mallery
2011,2011-11-20,11,UNFINISHED BUSINESS,Nora Roberts
2011,2011-11-20,12,THE AFFAIR,Lee Child
2011,2011-11-20,13,LOST DECEMBER,Richard Paul Evans
2011,2011-11-20,14,THE MARRIAGE PLOT,Jeffrey Eugenides
2011,2011-11-20,15,SHOCK WAVE,John Sandford
2011,2011-11-27,1,11/22/63,Stephen King
2011,2011-11-27,2,THE LITIGATORS,John Grisham
2011,2011-11-27,3,THE NEXT ALWAYS,Nora Roberts
2011,2011-11-27,4,ZERO DAY,David Baldacci
2011,2011-11-27,5,THE BEST OF ME,Nicholas Sparks
2011,2011-11-27,6,THE HELP,Kathryn Stockett
2011,2011-11-27,7,UNFINISHED BUSINESS,Nora Roberts
2011,2011-11-27,8,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo
2011,2011-11-27,9,THE ALLOY OF LAW,Brandon Sanderson
2011,2011-11-27,10,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2011,2011-11-27,11,HOTEL VENDOME,Danielle Steel
2011,2011-11-27,12,THE AFFAIR,Lee Child
2011,2011-11-27,13,THE MARRIAGE PLOT,Jeffrey Eugenides
2011,2011-11-27,14,1225 CHRISTMAS TREE LANE,Debbie Macomber
2011,2011-11-27,15,1Q84,Haruki Murakami
2011,2011-12-04,1,KILL ALEX CROSS,James Patterson
2011,2011-12-04,2,V IS FOR VENGEANCE,Sue Grafton
2011,2011-12-04,3,11/22/63,Stephen King
2011,2011-12-04,4,THE LITIGATORS,John Grisham
2011,2011-12-04,5,DEVIL’S GATE,Clive Cussler and Graham Brown
2011,2011-12-04,6,ZERO DAY,David Baldacci
2011,2011-12-04,7,THE BEST OF ME,Nicholas Sparks
2011,2011-12-04,8,THE NEXT ALWAYS,Nora Roberts
2011,2011-12-04,9,THE HELP,Kathryn Stockett
2011,2011-12-04,10,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2011,2011-12-04,11,UNFINISHED BUSINESS,Nora Roberts
2011,2011-12-04,12,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo
2011,2011-12-04,13,SMOKIN’ SEVENTEEN,Janet Evanovich
2011,2011-12-04,14,THE OLD REPUBLIC: REVAN,Drew Karpyshyn
2011,2011-12-04,15,THE MARRIAGE PLOT,Jeffrey Eugenides
2011,2011-12-11,1,EXPLOSIVE EIGHTEEN,Janet Evanovich
2011,2011-12-11,2,11/22/63,Stephen King
2011,2011-12-11,3,KILL ALEX CROSS,James Patterson
2011,2011-12-11,4,THE LITIGATORS,John Grisham
2011,2011-12-11,5,V IS FOR VENGEANCE,Sue Grafton
2011,2011-12-11,6,LONGING,Karen Kingsbury
2011,2011-12-11,7,THE HELP,Kathryn Stockett
2011,2011-12-11,8,MICRO,Michael Crichton and Richard Preston
2011,2011-12-11,9,THE BEST OF ME,Nicholas Sparks
2011,2011-12-11,10,ZERO DAY,David Baldacci
2011,2011-12-11,11,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2011,2011-12-11,12,THE NEXT ALWAYS,Nora Roberts
2011,2011-12-11,13,SMOKIN’ SEVENTEEN,Janet Evanovich
2011,2011-12-11,14,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo
2011,2011-12-11,15,UNFINISHED BUSINESS,Nora Roberts
2011,2011-12-18,1,THE DROP,Michael Connelly
2011,2011-12-18,2,11/22/63,Stephen King
2011,2011-12-18,3,EXPLOSIVE EIGHTEEN,Janet Evanovich
2011,2011-12-18,4,THE LITIGATORS,John Grisham
2011,2011-12-18,5,KILL ALEX CROSS,James Patterson
2011,2011-12-18,6,THE HELP,Kathryn Stockett
2011,2011-12-18,7,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2011,2011-12-18,8,THE SCOTTISH PRISONER,Diana Gabaldon
2011,2011-12-18,9,V IS FOR VENGEANCE,Sue Grafton
2011,2011-12-18,10,THE BEST OF ME,Nicholas Sparks
2011,2011-12-18,11,ZERO DAY,David Baldacci
2011,2011-12-18,12,THE NEXT ALWAYS,Nora Roberts
2011,2011-12-18,13,THE ART OF RACING IN THE RAIN,Garth Stein
2011,2011-12-18,14,MICRO,Michael Crichton and Richard Preston
2011,2011-12-18,15,SMOKIN’ SEVENTEEN,Janet Evanovich
2011,2011-12-25,1,RED MIST,Patricia Cornwell
2011,2011-12-25,2,THE HELP,Kathryn Stockett
2011,2011-12-25,3,11/22/63,Stephen King
2011,2011-12-25,4,THE LITIGATORS,John Grisham
2011,2011-12-25,5,THE DROP,Michael Connelly
2011,2011-12-25,6,KILL ALEX CROSS,James Patterson
2011,2011-12-25,7,DEATH COMES TO PEMBERLEY,P. D. James
2011,2011-12-25,8,EXPLOSIVE EIGHTEEN,Janet Evanovich
2011,2011-12-25,9,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2011,2011-12-25,10,THE BEST OF ME,Nicholas Sparks
2011,2011-12-25,11,V IS FOR VENGEANCE,Sue Grafton
2011,2011-12-25,12,LAWE'S JUSTICE,Lora Leigh
2011,2011-12-25,13,ZERO DAY,David Baldacci
2011,2011-12-25,14,THE NEXT ALWAYS,Nora Roberts
2011,2011-12-25,15,MICRO,Michael Crichton and Richard Preston
2012,2012-01-01,1,11/22/63,Stephen King
2012,2012-01-01,2,LOCKED ON,Tom Clancy with Mark Greaney
2012,2012-01-01,3,THE HELP,Kathryn Stockett
2012,2012-01-01,4,THE LITIGATORS,John Grisham
2012,2012-01-01,5,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-01-01,6,KILL ALEX CROSS,James Patterson
2012,2012-01-01,7,RED MIST,Patricia Cornwell
2012,2012-01-01,8,THE DROP,Michael Connelly
2012,2012-01-01,9,EXPLOSIVE EIGHTEEN,Janet Evanovich
2012,2012-01-01,10,DEATH COMES TO PEMBERLEY,P. D. James
2012,2012-01-01,11,THE BEST OF ME,Nicholas Sparks
2012,2012-01-01,12,V IS FOR VENGEANCE,Sue Grafton
2012,2012-01-01,13,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-01-01,14,ZERO DAY,David Baldacci
2012,2012-01-01,15,THE NEXT ALWAYS,Nora Roberts
2012,2012-01-08,1,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-01-08,2,THE HELP,Kathryn Stockett
2012,2012-01-08,3,11/22/63,Stephen King
2012,2012-01-08,4,THE LITIGATORS,John Grisham
2012,2012-01-08,5,KILL ALEX CROSS,James Patterson
2012,2012-01-08,6,LOCKED ON,Tom Clancy with Mark Greaney
2012,2012-01-08,7,DEATH COMES TO PEMBERLEY,P. D. James
2012,2012-01-08,8,THE BEST OF ME,Nicholas Sparks
2012,2012-01-08,9,RED MIST,Patricia Cornwell
2012,2012-01-08,10,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-01-08,11,EXPLOSIVE EIGHTEEN,Janet Evanovich
2012,2012-01-08,12,THE DROP,Michael Connelly
2012,2012-01-08,13,A GAME OF THRONES,George R.R. Martin
2012,2012-01-08,14,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-01-08,15,V IS FOR VENGEANCE,Sue Grafton
2012,2012-01-15,1,THE HELP,Kathryn Stockett
2012,2012-01-15,2,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-01-15,3,11/22/63,Stephen King
2012,2012-01-15,4,KILL ALEX CROSS,James Patterson
2012,2012-01-15,5,THE LITIGATORS,John Grisham
2012,2012-01-15,6,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-01-15,7,THE BEST OF ME,Nicholas Sparks
2012,2012-01-15,8,77 SHADOW STREET,Dean Koontz
2012,2012-01-15,9,WATER FOR ELEPHANTS,Sara Gruen
2012,2012-01-15,10,HIDDEN SUMMIT,Robyn Carr
2012,2012-01-15,11,SPIRIT BOUND,Christine Feehan
2012,2012-01-15,12,EXPLOSIVE EIGHTEEN,Janet Evanovich
2012,2012-01-15,13,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-01-15,14,RED MIST,Patricia Cornwell
2012,2012-01-15,15,LOCKED ON,Tom Clancy with Mark Greaney
2012,2012-01-22,1,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro
2012,2012-01-22,2,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-01-22,3,THE HELP,Kathryn Stockett
2012,2012-01-22,4,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-01-22,5,11/22/63,Stephen King
2012,2012-01-22,6,LOVE IN A NUTSHELL,Janet Evanovich and Dorien Kelly
2012,2012-01-22,7,EXTREMELY LOUD AND INCREDIBLY CLOSE,Jonathan Safran Foer
2012,2012-01-22,8,THE LITIGATORS,John Grisham
2012,2012-01-22,9,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-01-22,10,KILL ALEX CROSS,James Patterson
2012,2012-01-22,11,THE BEST OF ME,Nicholas Sparks
2012,2012-01-22,12,WATER FOR ELEPHANTS,Sara Gruen
2012,2012-01-22,13,THE DROP,Michael Connelly
2012,2012-01-22,14,LOCKED ON,Tom Clancy with Mark Greaney
2012,2012-01-22,15,RED MIST,Patricia Cornwell
2012,2012-01-29,1,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-01-29,2,THE HELP,Kathryn Stockett
2012,2012-01-29,3,BELIEVING THE LIE,Elizabeth George
2012,2012-01-29,4,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-01-29,5,EXTREMELY LOUD AND INCREDIBLY CLOSE,Jonathan Safran Foer
2012,2012-01-29,6,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro
2012,2012-01-29,7,LOTHAIRE,Kresley Cole
2012,2012-01-29,8,11/22/63,Stephen King
2012,2012-01-29,9,THE 7TH MONTH,Lisa Gardner
2012,2012-01-29,10,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-01-29,11,THE LITIGATORS,John Grisham
2012,2012-01-29,12,COPPER BEACH,Jayne Ann Krentz
2012,2012-01-29,13,KILL ALEX CROSS,James Patterson
2012,2012-01-29,14,GIDEON’S CORPSE,Douglas Preston and Lincoln Child
2012,2012-01-29,15,THE DROP,Michael Connelly
2012,2012-02-05,1,EXTREMELY LOUD AND INCREDIBLY CLOSE,Jonathan Safran Foer
2012,2012-02-05,2,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-02-05,3,THE HELP,Kathryn Stockett
2012,2012-02-05,4,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-02-05,5,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro
2012,2012-02-05,6,AMERICAN GODS,Neil Gaiman
2012,2012-02-05,7,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-02-05,8,11/22/63,Stephen King
2012,2012-02-05,9,THE LITIGATORS,John Grisham
2012,2012-02-05,10,ISLAND OF LOST GIRLS,Jennifer McMahon
2012,2012-02-05,11,RAYLAN,Elmore Leonard
2012,2012-02-05,12,DEATH OF KINGS,Bernard Cornwell
2012,2012-02-05,13,THE ROPE,Nevada Barr
2012,2012-02-05,14,KILL ALEX CROSS,James Patterson
2012,2012-02-05,15,DEATH COMES TO PEMBERLEY,P. D. James
2012,2012-02-12,1,EXTREMELY LOUD AND INCREDIBLY CLOSE,Jonathan Safran Foer
2012,2012-02-12,2,TAKEN,Robert Crais
2012,2012-02-12,3,THE HELP,Kathryn Stockett
2012,2012-02-12,4,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-02-12,5,ONE FOR THE MONEY,Janet Evanovich
2012,2012-02-12,6,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro
2012,2012-02-12,7,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-02-12,8,DARKER AFTER MIDNIGHT,Lara Adrian
2012,2012-02-12,9,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-02-12,10,11/22/63,Stephen King
2012,2012-02-12,11,A LADY NEVER SURRENDERS,Sabrina Jeffries
2012,2012-02-12,12,THE LITIGATORS,John Grisham
2012,2012-02-12,13,WHAT IT WAS,George Pelecanos
2012,2012-02-12,14,THE MILL RIVER RECLUSE,Darcie Chan
2012,2012-02-12,15,WATER FOR ELEPHANTS,Sara Gruen
2012,2012-02-19,1,HOME FRONT,Kristin Hannah
2012,2012-02-19,2,THE CAPTURE OF THE EARL OF GLENCRAE,Stephanie Laurens
2012,2012-02-19,3,EXTREMELY LOUD AND INCREDIBLY CLOSE,Jonathan Safran Foer
2012,2012-02-19,4,THE SUMMER GARDEN,Sherryl Woods
2012,2012-02-19,5,THE HELP,Kathryn Stockett
2012,2012-02-19,6,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro
2012,2012-02-19,7,DEFENDING JACOB,William Landay
2012,2012-02-19,8,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-02-19,9,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-02-19,10,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-02-19,11,NIGHT ROAD,Kristin Hannah
2012,2012-02-19,12,11/22/63,Stephen King
2012,2012-02-19,13,ONE FOR THE MONEY,Janet Evanovich
2012,2012-02-19,14,TAKEN,Robert Crais
2012,2012-02-19,15,THE LITIGATORS,John Grisham
2012,2012-02-26,1,KILL SHOT,Vince Flynn
2012,2012-02-26,2,CATCH ME,Lisa Gardner
2012,2012-02-26,3,DEFENDING JACOB,William Landay
2012,2012-02-26,4,THE HELP,Kathryn Stockett
2012,2012-02-26,5,EXTREMELY LOUD AND INCREDIBLY CLOSE,Jonathan Safran Foer
2012,2012-02-26,6,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro
2012,2012-02-26,7,THE SWEETEST THING,Barbara Freethy
2012,2012-02-26,8,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson
2012,2012-02-26,9,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson
2012,2012-02-26,10,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
2012,2012-02-26,11,HOME FRONT,Kristin Hannah
2012,2012-02-26,12,11/22/63,Stephen King
2012,2012-02-26,13,WIFE BY WEDNESDAY,Catherine Bybee
2012,2012-02-26,14,LEFT FOR DEAD,J. A. Jance
2012,2012-02-26,15,THE LITIGATORS,John Grisham
2012,2012-03-04,1,PRIVATE GAMES,James Patterson and Mark Sullivan
2012,2012-03-04,2,KILL SHOT,Vince Flynn
2012,2012-03-04,3,I'VE GOT YOUR NUMBER,Sophie Kinsella
2012,2012-03-04,4,DEFENDING JACOB,William Landay
2012,2012-03-04,5,THE HELP,Kathryn Stockett
2012,2012-03-04,6,THE WOLF GIFT,Anne Rice
2012,2012-03-04,7,CATCH ME,Lisa Gardner
2012,2012-03-04,8,THE SWEETEST THING,Barbara Freethy
2012,2012-03-04,9,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro
2012,2012-03-04,10,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson
